Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v2.3,mm/day,2.974,2.715,0.259,2.829,2.517,1.655,0.819
TREFHT land_60S90N CRU,DegC,19.899,19.664,0.235,9.352,8.157,2.169,0.979
RESTOM global ceres_ebaf_toa_v4.1,W m-2,-7.783,-7.514,-0.27,85.755,86.642,15.199,0.985
SWCF global ceres_ebaf_toa_v4.1,W m-2,-48.712,-43.232,-5.48,37.427,29.759,17.92,0.896
LWCF global ceres_ebaf_toa_v4.1,W m-2,26.402,25.664,0.738,13.766,14.267,7.416,0.862
PSL global ERA-Interim,mbar,1010.325,1011.175,-0.85,10.656,8.533,3.318,0.968
PSL global ERA5,mbar,1010.325,1011.255,-0.93,10.656,8.476,3.444,0.965
TREFHT land ERA-Interim,DegC,14.243,14.329,-0.086,20.137,20.324,2.38,0.993
TREFHT global ERA-Interim,DegC,16.975,16.115,0.86,14.499,14.297,2.501,0.987
TREFHT land ERA5,DegC,14.243,14.369,-0.126,20.137,20.125,2.673,0.991
TREFHT global ERA5,DegC,16.975,16.007,0.968,14.499,14.174,2.594,0.986
