Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v2.3,mm/day,2.938,2.664,0.274,2.613,2.066,1.83,0.725
RESTOM global ceres_ebaf_toa_v4.1,W m-2,0.279,1.444,-1.166,70.659,71.968,12.551,0.985
SWCF global ceres_ebaf_toa_v4.1,W m-2,-46.857,-42.472,-4.385,24.147,21.838,15.195,0.804
LWCF global ceres_ebaf_toa_v4.1,W m-2,26.107,26.071,0.035,11.456,11.608,8.451,0.732
PSL global ERA-Interim,mbar,1010.531,1011.337,-0.806,9.896,8.029,3.257,0.959
PSL global ERA5,mbar,1010.531,1011.413,-0.882,9.896,7.99,3.363,0.956
TREFHT land ERA-Interim,DegC,8.244,8.596,-0.352,20.135,20.255,2.455,0.993
TREFHT global ERA-Interim,DegC,15.262,14.365,0.896,15.381,15.023,2.346,0.99
TREFHT land ERA5,DegC,8.244,8.653,-0.409,20.135,20.246,2.686,0.991
TREFHT global ERA5,DegC,15.262,14.242,1.02,15.381,14.914,2.485,0.989
