Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v2.3,mm/day,3.032,2.715,0.317,2.966,2.517,1.403,0.888
TREFHT land_60S90N CRU,DegC,20.783,19.633,1.149,8.889,8.163,2.196,0.98
RESTOM global ceres_ebaf_toa_v4.1,W m-2,-8.771,-7.508,-1.264,88.608,86.649,12.292,0.991
SWCF global ceres_ebaf_toa_v4.1,W m-2,-48.324,-43.228,-5.097,33.163,29.75,13.941,0.921
LWCF global ceres_ebaf_toa_v4.1,W m-2,24.175,25.662,-1.487,15.845,14.264,6.1,0.928
PSL global ERA-Interim,mbar,1011.21,1011.176,0.035,10.256,8.533,2.467,0.982
PSL global ERA5,mbar,1011.21,1011.258,-0.047,10.256,8.476,2.559,0.981
TREFHT land ERA-Interim,DegC,14.767,14.276,0.492,20.849,20.364,2.087,0.996
TREFHT global ERA-Interim,DegC,16.276,16.114,0.161,14.778,14.296,1.56,0.995
TREFHT land ERA5,DegC,14.767,14.355,0.412,20.849,20.143,2.37,0.994
TREFHT global ERA5,DegC,16.276,16.005,0.27,14.778,14.176,1.724,0.994
