Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v2.3,mm/day,2.938,2.69,0.248,2.178,1.934,0.919,0.914
TREFHT land_60S90N CRU,DegC,14.396,12.759,1.637,12.538,13.078,2.247,0.993
RESTOM global ceres_ebaf_toa_v4.1,W m-2,0.557,0.926,-0.369,55.808,55.961,7.7,0.991
SWCF global ceres_ebaf_toa_v4.1,W m-2,-48.329,-45.306,-3.023,22.525,20.091,9.387,0.919
LWCF global ceres_ebaf_toa_v4.1,W m-2,23.756,25.808,-2.053,11.732,10.952,4.607,0.936
PSL global ERA-Interim,mbar,1011.328,1011.302,0.025,9.681,8.142,2.058,0.988
PSL global ERA5,mbar,1011.328,1011.391,-0.063,9.681,8.067,2.202,0.986
TREFHT land ERA-Interim,DegC,9.745,8.849,0.895,19.062,18.694,1.718,0.997
TREFHT global ERA-Interim,DegC,14.74,14.411,0.329,14.261,14.114,1.269,0.996
TREFHT land ERA5,DegC,9.745,8.838,0.906,19.062,18.894,1.961,0.996
TREFHT global ERA5,DegC,14.74,14.265,0.475,14.261,14.11,1.412,0.996
