Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v2.3,mm/day,2.902,2.664,0.238,2.413,2.066,1.232,0.865
RESTOM global ceres_ebaf_toa_v4.1,W m-2,2.638,1.448,1.19,72.736,71.973,9.083,0.992
SWCF global ceres_ebaf_toa_v4.1,W m-2,-44.526,-42.475,-2.052,24.212,21.837,11.87,0.876
LWCF global ceres_ebaf_toa_v4.1,W m-2,24.349,26.07,-1.721,13.181,11.609,6.854,0.864
PSL global ERA-Interim,mbar,1011.335,1011.338,-0.003,9.296,8.029,2.187,0.979
PSL global ERA5,mbar,1011.335,1011.416,-0.081,9.296,7.99,2.289,0.976
TREFHT land ERA-Interim,DegC,9.304,8.568,0.735,20.567,20.255,1.807,0.997
TREFHT global ERA-Interim,DegC,14.655,14.365,0.29,15.086,15.023,1.347,0.996
TREFHT land ERA5,DegC,9.304,8.631,0.673,20.567,20.252,2.087,0.995
TREFHT global ERA5,DegC,14.655,14.241,0.414,15.086,14.914,1.487,0.996
