Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v2.3,mm/day,2.949,2.691,0.258,2.105,1.885,1.022,0.883
TREFHT land_60S90N CRU,DegC,14.083,12.847,1.236,12.472,13.041,2.299,0.989
RESTOM global ceres_ebaf_toa_v4.1,W m-2,0.447,0.924,-0.477,54.632,55.951,8.715,0.988
SWCF global ceres_ebaf_toa_v4.1,W m-2,-48.595,-45.323,-3.272,21.723,20.094,10.812,0.881
LWCF global ceres_ebaf_toa_v4.1,W m-2,21.996,25.817,-3.821,10.38,10.953,5.979,0.908
PSL global ERA-Interim,mbar,1011.555,1011.301,0.254,9.5,8.142,2.02,0.986
PSL global ERA5,mbar,1011.555,1011.384,0.171,9.5,8.064,2.136,0.984
TREFHT land ERA-Interim,DegC,9.292,8.896,0.396,19.305,18.655,2.143,0.995
TREFHT global ERA-Interim,DegC,14.615,14.418,0.198,14.316,14.109,1.561,0.994
TREFHT land ERA5,DegC,9.292,8.81,0.482,19.305,18.897,2.47,0.992
TREFHT global ERA5,DegC,14.615,14.28,0.336,14.316,14.108,1.688,0.993
