Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v2.3,mm/day,3.027,2.716,0.311,2.818,2.434,1.471,0.86
TREFHT land_60S90N CRU,DegC,20.129,19.667,0.462,8.709,8.14,2.246,0.968
RESTOM global ceres_ebaf_toa_v4.1,W m-2,-8.67,-7.51,-1.16,88.281,86.651,14.348,0.987
SWCF global ceres_ebaf_toa_v4.1,W m-2,-48.745,-43.233,-5.512,33.091,29.768,17.451,0.866
LWCF global ceres_ebaf_toa_v4.1,W m-2,22.435,25.669,-3.234,13.903,14.264,7.3,0.892
PSL global ERA-Interim,mbar,1011.417,1011.174,0.243,10.057,8.533,2.402,0.98
PSL global ERA5,mbar,1011.417,1011.25,0.167,10.057,8.475,2.496,0.978
TREFHT land ERA-Interim,DegC,13.943,14.355,-0.412,21.161,20.328,2.631,0.993
TREFHT global ERA-Interim,DegC,16.04,16.122,-0.082,14.848,14.288,1.895,0.992
TREFHT land ERA5,DegC,13.943,14.321,-0.378,21.161,20.164,3.043,0.991
TREFHT global ERA5,DegC,16.04,16.02,0.021,14.848,14.173,2.071,0.991
