Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v2.3,mm/day,3.087,2.699,0.388,2.939,2.369,1.649,0.839
TREFHT land_60S90N CRU,DegC,6.101,5.096,1.005,19.37,20.093,2.77,0.991
SWCF global ceres_ebaf_toa_v4.1,W m-2,-51.814,-49.226,-2.588,40.475,36.864,14.795,0.933
LWCF global ceres_ebaf_toa_v4.1,W m-2,20.841,25.831,-4.99,15.581,14.26,8.624,0.893
U-850mb global ERA-Interim,m s-1,0.948,1.068,-0.121,6.296,5.797,1.765,0.961
U-200mb global ERA-Interim,m s-1,16.527,16.981,-0.455,16.814,14.763,3.923,0.978
Z3-500mb global ERA-Interim,hectometer,56.669,56.403,0.266,2.697,2.696,0.352,0.996
PSL global ERA-Interim,mbar,1011.323,1011.442,-0.12,10.189,8.712,2.878,0.966
PSL global ERA5,mbar,1011.323,1011.541,-0.218,10.189,8.595,3.171,0.957
U-850mb global ERA5,m s-1,0.948,1.047,-0.099,6.296,5.828,1.725,0.963
U-200mb global ERA5,m s-1,16.527,16.976,-0.449,16.814,14.671,3.936,0.978
Z3-500mb global ERA5,hectometer,56.669,56.387,0.282,2.697,2.687,0.366,0.996
TREFHT land ERA-Interim,DegC,4.189,3.164,1.025,19.48,20.074,2.824,0.991
TREFHT global ERA-Interim,DegC,13.399,12.67,0.729,15.217,15.887,2.129,0.993
TREFHT land ERA5,DegC,4.189,3.07,1.119,19.48,20.505,3.49,0.987
TREFHT global ERA5,DegC,13.399,12.49,0.909,15.217,15.941,2.355,0.991
