Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v2.3,mm/day,2.971,2.661,0.31,2.523,2.025,2.012,0.637
RESTOM global ceres_ebaf_toa_v4.1,W m-2,-1.095,1.443,-2.539,71.038,71.938,13.754,0.982
SWCF global ceres_ebaf_toa_v4.1,W m-2,-47.067,-42.473,-4.594,20.898,21.77,17.007,0.706
LWCF global ceres_ebaf_toa_v4.1,W m-2,21.329,26.072,-4.743,9.247,11.589,10.583,0.608
U-850mb global ERA-Interim,m s-1,1.086,1.008,0.078,5.426,5.42,1.65,0.954
U-200mb global ERA-Interim,m s-1,18.378,17.089,1.289,11.948,12.064,5.156,0.914
Z3-500mb global ERA-Interim,hectometer,56.343,56.581,-0.238,2.687,2.612,0.364,0.995
PSL global ERA-Interim,mbar,1009.998,1011.338,-1.34,8.225,8.029,2.32,0.973
PSL global ERA5,mbar,1009.998,1011.417,-1.419,8.225,7.991,2.384,0.972
U-850mb global ERA5,m s-1,1.086,0.977,0.109,5.426,5.451,1.713,0.951
U-200mb global ERA5,m s-1,18.378,17.059,1.32,11.948,11.997,5.153,0.913
Z3-500mb global ERA5,hectometer,56.343,56.572,-0.229,2.687,2.605,0.355,0.995
TREFHT land ERA-Interim,DegC,8.32,8.588,-0.268,20.989,20.247,2.728,0.992
TREFHT global ERA-Interim,DegC,14.365,14.36,0.005,15.645,15.025,2.143,0.991
TREFHT land ERA5,DegC,8.32,8.594,-0.274,20.989,20.202,2.798,0.992
TREFHT global ERA5,DegC,14.365,14.232,0.133,15.645,14.919,2.215,0.991
