Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v3.2,mm/day,3.03,2.806,0.223,2.408,2.374,1.277,0.862
PRECT global GPCP_v2.3,mm/day,3.03,2.682,0.348,2.363,2.213,1.212,0.873
TREFHT land_60S90N CRU,DegC,15.277,999.999,999.999,11.573,999.999,999.999,999.999
SST global HadISST,degC,20.246,999.999,999.999,8.509,999.999,999.999,999.999
SST global HadISST_CL,degC,20.246,19.31,0.936,8.509,9.145,1.291,0.991
SST global HadISST_PI,degC,20.246,999.999,999.999,8.509,999.999,999.999,999.999
SST global HadISST_PD,degC,20.246,999.999,999.999,8.509,999.999,999.999,999.999
SOLIN global ceres_ebaf_toa_v4.1,W/m2,342.197,342.243,-0.046,100.091,100.819,1.782,1.0
ALBEDO 75S75N ceres_ebaf_toa_v4.1,dimensionless,0.312,0.307,0.005,0.105,0.116,0.037,0.95
ALBEDOC global ceres_ebaf_toa_v4.1,dimensionless,0.165,0.177,-0.012,0.127,0.13,0.036,0.965
RESTOM global ceres_ebaf_toa_v4.1,W/m2,0.915,1.863,-0.948,72.365,73.739,11.438,0.988
FLUT global ceres_ebaf_toa_v4.1,W/m2,239.203,240.435,-1.232,29.89,31.421,7.668,0.971
FLUTC global ceres_ebaf_toa_v4.1,W/m2,265.01,266.174,-1.164,29.195,30.133,4.586,0.989
FSNTOA global ceres_ebaf_toa_v4.1,W/m2,239.998,242.298,-2.3,91.767,95.215,13.702,0.99
FSNTOAC global ceres_ebaf_toa_v4.1,W/m2,292.002,288.774,3.229,104.536,104.271,7.992,0.998
SWCF global ceres_ebaf_toa_v4.1,W/m2,-52.004,-46.476,-5.529,27.789,25.954,14.913,0.869
LWCF global ceres_ebaf_toa_v4.1,W/m2,25.807,25.739,0.068,13.104,12.355,5.947,0.893
NETCF global ceres_ebaf_toa_v4.1,W/m2,-26.197,-20.737,-5.461,22.227,21.698,13.281,0.848
ALBEDO_SRF global ceres_ebaf_surface_v4.1,dimensionless,0.134,999.999,999.999,0.168,999.999,999.999,999.999
SWCFSRF global ceres_ebaf_surface_v4.1,W/m2,-55.773,999.999,999.999,30.251,999.999,999.999,999.999
LWCFSRF global ceres_ebaf_surface_v4.1,W/m2,28.214,999.999,999.999,18.343,999.999,999.999,999.999
NETCF_SRF global ceres_ebaf_surface_v4.1,W/m2,-27.559,999.999,999.999,28.807,999.999,999.999,999.999
FLDS global ceres_ebaf_surface_v4.1,W/m2,351.387,999.999,999.999,65.738,999.999,999.999,999.999
FLDSC global ceres_ebaf_surface_v4.1,W/m2,322.453,999.999,999.999,76.236,999.999,999.999,999.999
FLNS global ceres_ebaf_surface_v4.1,W/m2,52.549,999.999,999.999,19.882,999.999,999.999,999.999
FLNSC global ceres_ebaf_surface_v4.1,W/m2,80.763,999.999,999.999,16.845,999.999,999.999,999.999
FSDS global ceres_ebaf_surface_v4.1,W/m2,186.504,999.999,999.999,68.137,999.999,999.999,999.999
FSDSC global ceres_ebaf_surface_v4.1,W/m2,247.965,999.999,999.999,74.746,999.999,999.999,999.999
FSNS global ceres_ebaf_surface_v4.1,W/m2,163.04,999.999,999.999,70.087,999.999,999.999,999.999
FSNSC global ceres_ebaf_surface_v4.1,W/m2,218.814,999.999,999.999,83.579,999.999,999.999,999.999
LHFLX global OAFlux,W/m2,86.799,999.999,999.999,53.637,999.999,999.999,999.999
SHFLX global OAFlux,W/m2,19.283,999.999,999.999,19.155,999.999,999.999,999.999
LHFLX global ERA5,W/m2,86.799,82.224,4.575,53.637,51.112,17.484,0.949
SHFLX global ERA5,W/m2,19.283,15.939,3.343,19.155,18.869,8.608,0.913
PSL global ERA5,mbar,1011.533,1011.355,0.178,10.622,8.752,2.869,0.975
FSNS global ERA5,W/m2,163.04,165.616,-2.576,70.087,71.898,13.188,0.984
FLNS global ERA5,W/m2,52.549,57.822,-5.273,19.882,18.769,9.651,0.914
NET_FLUX_SRF global ERA5,W/m2,3.769,9.631,-5.862,48.048,48.333,26.615,0.855
