Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v3.2,mm/day,3.01,2.786,0.225,2.21,2.199,1.258,0.842
PRECT global GPCP_v2.3,mm/day,3.01,2.664,0.346,2.17,2.08,1.19,0.857
TREFHT land_60S90N CRU,DegC,13.382,999.999,999.999,13.145,999.999,999.999,999.999
SST global HadISST,degC,20.303,999.999,999.999,8.901,999.999,999.999,999.999
SST global HadISST_CL,degC,20.303,19.313,0.99,8.901,9.48,1.279,0.992
SST global HadISST_PI,degC,20.303,999.999,999.999,8.901,999.999,999.999,999.999
SST global HadISST_PD,degC,20.303,999.999,999.999,8.901,999.999,999.999,999.999
SOLIN global ceres_ebaf_toa_v4.1,W/m2,338.283,338.181,0.101,100.528,101.354,1.989,1.0
ALBEDO 75S75N ceres_ebaf_toa_v4.1,dimensionless,0.315,0.307,0.007,0.109,0.119,0.038,0.949
ALBEDOC global ceres_ebaf_toa_v4.1,dimensionless,0.171,0.186,-0.015,0.128,0.14,0.039,0.968
RESTOM global ceres_ebaf_toa_v4.1,W/m2,1.467,1.384,0.084,70.723,72.011,9.396,0.991
FLUT global ceres_ebaf_toa_v4.1,W/m2,236.493,239.187,-2.694,29.556,31.037,9.082,0.96
FLUTC global ceres_ebaf_toa_v4.1,W/m2,263.476,265.331,-1.855,30.587,31.447,4.755,0.99
FSNTOA global ceres_ebaf_toa_v4.1,W/m2,237.84,240.57,-2.73,92.534,94.633,12.657,0.992
FSNTOAC global ceres_ebaf_toa_v4.1,W/m2,287.411,283.106,4.305,99.459,100.071,10.744,0.995
SWCF global ceres_ebaf_toa_v4.1,W/m2,-49.571,-42.536,-7.035,23.271,22.22,14.649,0.841
LWCF global ceres_ebaf_toa_v4.1,W/m2,26.983,26.144,0.839,12.313,11.818,6.6,0.854
NETCF global ceres_ebaf_toa_v4.1,W/m2,-22.588,-16.391,-6.197,17.433,16.967,12.078,0.819
ALBEDO_SRF global ceres_ebaf_surface_v4.1,dimensionless,0.145,999.999,999.999,0.18,999.999,999.999,999.999
SWCFSRF global ceres_ebaf_surface_v4.1,W/m2,-52.996,999.999,999.999,25.031,999.999,999.999,999.999
