Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
OMEGA-500mb global MERRA2,mbar/day,0.026,999.999,999.999,24.667,999.999,999.999,999.999
OMEGA-850mb global MERRA2,mbar/day,-0.449,999.999,999.999,32.146,999.999,999.999,999.999
T-850mb global MERRA2,K,283.36,999.999,999.999,9.901,999.999,999.999,999.999
T-200mb global MERRA2,K,219.572,999.999,999.999,4.468,999.999,999.999,999.999
TAUXY ocean MERRA2,N/m^2,0.077,999.999,999.999,0.059,999.999,999.999,999.999
CLDTOT_TAU1.3_ISCCP global ISCCPCOSP,%,50.953,999.999,999.999,23.014,999.999,999.999,999.999
CLDTOT_TAU1.3_9.4_ISCCP global ISCCPCOSP,%,27.039,999.999,999.999,12.039,999.999,999.999,999.999
CLDTOT_TAU9.4_ISCCP global ISCCPCOSP,%,23.914,999.999,999.999,14.111,999.999,999.999,999.999
CLDTOT_TAU1.3_MISR global MISRCOSP,%,50.953,999.999,999.999,23.014,999.999,999.999,999.999
CLDTOT_TAU1.3_9.4_MISR global MISRCOSP,%,27.039,999.999,999.999,12.039,999.999,999.999,999.999
CLDTOT_TAU9.4_MISR global MISRCOSP,%,23.914,999.999,999.999,14.111,999.999,999.999,999.999
CLDLOW_TAU1.3_MISR global MISRCOSP,%,31.094,999.999,999.999,23.022,999.999,999.999,999.999
CLDLOW_TAU1.3_9.4_MISR global MISRCOSP,%,19.317,999.999,999.999,14.594,999.999,999.999,999.999
CLDLOW_TAU9.4_MISR global MISRCOSP,%,11.777,999.999,999.999,9.734,999.999,999.999,999.999
CLDTOT_TAU1.3_MODIS global MODISCOSP,%,49.235,999.999,999.999,23.059,999.999,999.999,999.999
CLDTOT_TAU1.3_9.4_MODIS global MODISCOSP,%,26.363,999.999,999.999,11.894,999.999,999.999,999.999
CLDTOT_TAU9.4_MODIS global MODISCOSP,%,22.872,999.999,999.999,14.188,999.999,999.999,999.999
CLDHGH_TAU1.3_MODIS global MODISCOSP,%,15.859,999.999,999.999,11.62,999.999,999.999,999.999
CLDHGH_TAU1.3_9.4_MODIS global MODISCOSP,%,6.744,999.999,999.999,4.865,999.999,999.999,999.999
CLDHGH_TAU9.4_MODIS global MODISCOSP,%,9.114,999.999,999.999,7.539,999.999,999.999,999.999
CLDTOT_CAL global CALIPSOCOSP,%,65.986,999.999,999.999,20.151,999.999,999.999,999.999
CLDLOW_CAL global CALIPSOCOSP,%,34.203,999.999,999.999,23.894,999.999,999.999,999.999
CLDMED_CAL global CALIPSOCOSP,%,12.459,999.999,999.999,9.145,999.999,999.999,999.999
CLDHGH_CAL global CALIPSOCOSP,%,37.578,999.999,999.999,18.212,999.999,999.999,999.999
TGCLDLWP_OCN global SSMI,g/m^2,84.772,999.999,999.999,45.411,999.999,999.999,999.999
AODVIS global MACv2,dimensionless,0.112,999.999,999.999,0.112,999.999,999.999,999.999
AODVIS global MERRA2_Aerosols,dimensionless,0.112,999.999,999.999,0.112,999.999,999.999,999.999
AODDUST global MACv2,dimensionless,0.03,999.999,999.999,0.075,999.999,999.999,999.999
TREFHT global ERA5,DegC,16.678,15.994,0.683,14.28,14.153,1.708,0.994
TREFHT land ERA5,DegC,14.785,14.353,0.432,20.479,20.023,2.28,0.994
TREFHT global MERRA2,DegC,16.678,999.999,999.999,14.28,999.999,999.999,999.999
TREFHT land MERRA2,DegC,14.785,999.999,999.999,20.479,999.999,999.999,999.999
TREFMNAV global MERRA2,DegC,14.881,999.999,999.999,14.4,999.999,999.999,999.999
TREFMXAV global MERRA2,DegC,18.522,999.999,999.999,14.443,999.999,999.999,999.999
TREF_range global MERRA2,K,3.641,999.999,999.999,3.98,999.999,999.999,999.999
PminusE global GPCP_OAFLux,mm/day,-0.007,999.999,999.999,2.885,999.999,999.999,999.999
PminusE global COREv2_Flux,mm/day,-0.007,999.999,999.999,2.885,999.999,999.999,999.999
TCO global OMI-MLS,DU,27.937,999.999,999.999,6.219,999.999,999.999,999.999
TCO 60S60N OMI-MLS,DU,28.351,999.999,999.999,5.898,999.999,999.999,999.999
_ABURDENDUST global ,1e-6 kg/m2,71.325,999.999,999.999,192.285,999.999,999.999,999.999
_ABURDENBC global ,1e-6 kg/m2,0.18,999.999,999.999,0.308,999.999,999.999,999.999
_ABURDENSOA global ,1e-6 kg/m2,5.107,999.999,999.999,8.724,999.999,999.999,999.999
_ABURDENPOM global ,1e-6 kg/m2,1.203,999.999,999.999,2.518,999.999,999.999,999.999
_ABURDENSEASALT global ,1e-6 kg/m2,8.011,999.999,999.999,7.234,999.999,999.999,999.999
_ABURDENSO4 global ,1e-6 kg/m2,6.339,999.999,999.999,4.457,999.999,999.999,999.999
_ABURDENSO4_STR global ,1e-6 kg/m2,2.106,999.999,999.999,0.929,999.999,999.999,999.999
_ABURDENSO4_TRO global ,1e-6 kg/m2,4.233,999.999,999.999,4.121,999.999,999.999,999.999
_Mass_bc_srf global ,1e-12 kg/kg,81.732,999.999,999.999,216.415,999.999,999.999,999.999
_Mass_ncl_srf global ,1e-12 kg/kg,6372.439,999.999,999.999,5547.204,999.999,999.999,999.999
_Mass_so4_srf global ,1e-12 kg/kg,773.919,999.999,999.999,1062.953,999.999,999.999,999.999
_Mass_dst_srf global ,1e-12 kg/kg,24719.916,999.999,999.999,89588.728,999.999,999.999,999.999
_Mass_pom_srf global ,1e-12 kg/kg,463.257,999.999,999.999,1293.797,999.999,999.999,999.999
_Mass_soa_srf global ,1e-12 kg/kg,855.549,999.999,999.999,2503.562,999.999,999.999,999.999
_Mass_mom_srf global ,1e-12 kg/kg,63.613,999.999,999.999,84.543,999.999,999.999,999.999
_Mass_bc_850 global ,1e-12 kg/kg,51.892,999.999,999.999,129.978,999.999,999.999,999.999
_Mass_ncl_850 global ,1e-12 kg/kg,1500.155,999.999,999.999,1578.372,999.999,999.999,999.999
_Mass_so4_850 global ,1e-12 kg/kg,741.046,999.999,999.999,1043.025,999.999,999.999,999.999
_Mass_dst_850 global ,1e-12 kg/kg,20119.518,999.999,999.999,62921.982,999.999,999.999,999.999
_Mass_pom_850 global ,1e-12 kg/kg,368.982,999.999,999.999,1098.936,999.999,999.999,999.999
_Mass_soa_850 global ,1e-12 kg/kg,977.869,999.999,999.999,2913.09,999.999,999.999,999.999
_Mass_mom_850 global ,1e-12 kg/kg,14.431,999.999,999.999,10.822,999.999,999.999,999.999
_Mass_bc_330 global ,1e-12 kg/kg,6.867,999.999,999.999,5.331,999.999,999.999,999.999
_Mass_ncl_330 global ,1e-12 kg/kg,77.252,999.999,999.999,102.633,999.999,999.999,999.999
_Mass_so4_330 global ,1e-12 kg/kg,356.227,999.999,999.999,271.798,999.999,999.999,999.999
_Mass_dst_330 global ,1e-12 kg/kg,1794.17,999.999,999.999,2818.346,999.999,999.999,999.999
_Mass_pom_330 global ,1e-12 kg/kg,38.117,999.999,999.999,28.5,999.999,999.999,999.999
_Mass_soa_330 global ,1e-12 kg/kg,481.511,999.999,999.999,310.849,999.999,999.999,999.999
_Mass_mom_330 global ,1e-12 kg/kg,1.316,999.999,999.999,1.287,999.999,999.999,999.999
