Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
OMEGA-500mb global MERRA2,mbar/day,0.007,999.999,999.999,18.034,999.999,999.999,999.999
OMEGA-850mb global MERRA2,mbar/day,-0.442,999.999,999.999,24.505,999.999,999.999,999.999
T-850mb global MERRA2,K,281.747,999.999,999.999,9.764,999.999,999.999,999.999
T-200mb global MERRA2,K,219.85,999.999,999.999,2.55,999.999,999.999,999.999
TAUXY ocean MERRA2,N/m^2,0.068,999.999,999.999,0.051,999.999,999.999,999.999
CLDTOT_TAU1.3_ISCCP global ISCCPCOSP,%,50.679,999.999,999.999,20.1,999.999,999.999,999.999
CLDTOT_TAU1.3_9.4_ISCCP global ISCCPCOSP,%,27.338,999.999,999.999,10.454,999.999,999.999,999.999
CLDTOT_TAU9.4_ISCCP global ISCCPCOSP,%,23.341,999.999,999.999,12.371,999.999,999.999,999.999
CLDTOT_TAU1.3_MISR global MISRCOSP,%,50.677,999.999,999.999,20.106,999.999,999.999,999.999
CLDTOT_TAU1.3_9.4_MISR global MISRCOSP,%,27.337,999.999,999.999,10.456,999.999,999.999,999.999
CLDTOT_TAU9.4_MISR global MISRCOSP,%,23.34,999.999,999.999,12.374,999.999,999.999,999.999
CLDLOW_TAU1.3_MISR global MISRCOSP,%,31.459,999.999,999.999,20.667,999.999,999.999,999.999
CLDLOW_TAU1.3_9.4_MISR global MISRCOSP,%,19.52,999.999,999.999,12.966,999.999,999.999,999.999
CLDLOW_TAU9.4_MISR global MISRCOSP,%,11.939,999.999,999.999,8.899,999.999,999.999,999.999
CLDTOT_TAU1.3_MODIS global MODISCOSP,%,48.995,999.999,999.999,20.153,999.999,999.999,999.999
CLDTOT_TAU1.3_9.4_MODIS global MODISCOSP,%,26.638,999.999,999.999,10.314,999.999,999.999,999.999
CLDTOT_TAU9.4_MODIS global MODISCOSP,%,22.357,999.999,999.999,12.498,999.999,999.999,999.999
CLDHGH_TAU1.3_MODIS global MODISCOSP,%,15.488,999.999,999.999,8.521,999.999,999.999,999.999
CLDHGH_TAU1.3_9.4_MODIS global MODISCOSP,%,6.837,999.999,999.999,3.69,999.999,999.999,999.999
CLDHGH_TAU9.4_MODIS global MODISCOSP,%,8.651,999.999,999.999,5.504,999.999,999.999,999.999
CLDTOT_CAL global CALIPSOCOSP,%,66.806,999.999,999.999,16.1,999.999,999.999,999.999
CLDLOW_CAL global CALIPSOCOSP,%,34.588,999.999,999.999,21.463,999.999,999.999,999.999
CLDMED_CAL global CALIPSOCOSP,%,12.956,999.999,999.999,8.029,999.999,999.999,999.999
CLDHGH_CAL global CALIPSOCOSP,%,38.156,999.999,999.999,14.644,999.999,999.999,999.999
TGCLDLWP_OCN global SSMI,g/m^2,83.361,999.999,999.999,37.388,999.999,999.999,999.999
AODVIS global MACv2,dimensionless,0.096,999.999,999.999,0.081,999.999,999.999,999.999
AODVIS global MERRA2_Aerosols,dimensionless,0.096,999.999,999.999,0.081,999.999,999.999,999.999
AODDUST global MACv2,dimensionless,0.024,999.999,999.999,0.056,999.999,999.999,999.999
TREFHT global ERA5,DegC,15.005,14.243,0.762,13.688,14.107,1.569,0.996
TREFHT land ERA5,DegC,9.473,8.901,0.573,18.316,18.824,2.073,0.995
TREFHT global MERRA2,DegC,15.005,999.999,999.999,13.688,999.999,999.999,999.999
TREFHT land MERRA2,DegC,9.473,999.999,999.999,18.316,999.999,999.999,999.999
TREFMNAV global MERRA2,DegC,13.284,999.999,999.999,14.177,999.999,999.999,999.999
TREFMXAV global MERRA2,DegC,16.811,999.999,999.999,13.509,999.999,999.999,999.999
TREF_range global MERRA2,K,3.527,999.999,999.999,3.621,999.999,999.999,999.999
PminusE global GPCP_OAFLux,mm/day,-0.0,999.999,999.999,2.118,999.999,999.999,999.999
PminusE global COREv2_Flux,mm/day,-0.0,999.999,999.999,2.118,999.999,999.999,999.999
TCO global OMI-MLS,DU,27.179,999.999,999.999,5.177,999.999,999.999,999.999
TCO 60S60N OMI-MLS,DU,27.919,999.999,999.999,4.617,999.999,999.999,999.999
_ABURDENDUST global ,1e-6 kg/m2,56.547,999.999,999.999,140.282,999.999,999.999,999.999
_ABURDENBC global ,1e-6 kg/m2,0.175,999.999,999.999,0.288,999.999,999.999,999.999
_ABURDENSOA global ,1e-6 kg/m2,4.261,999.999,999.999,5.455,999.999,999.999,999.999
_ABURDENPOM global ,1e-6 kg/m2,1.002,999.999,999.999,1.559,999.999,999.999,999.999
_ABURDENSEASALT global ,1e-6 kg/m2,7.558,999.999,999.999,5.477,999.999,999.999,999.999
_ABURDENSO4 global ,1e-6 kg/m2,5.415,999.999,999.999,2.685,999.999,999.999,999.999
_ABURDENSO4_STR global ,1e-6 kg/m2,2.161,999.999,999.999,0.895,999.999,999.999,999.999
_ABURDENSO4_TRO global ,1e-6 kg/m2,3.254,999.999,999.999,2.329,999.999,999.999,999.999
_Mass_bc_srf global ,1e-12 kg/kg,91.87,999.999,999.999,269.304,999.999,999.999,999.999
_Mass_ncl_srf global ,1e-12 kg/kg,6194.951,999.999,999.999,4907.44,999.999,999.999,999.999
_Mass_so4_srf global ,1e-12 kg/kg,662.471,999.999,999.999,732.835,999.999,999.999,999.999
