Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v2.3,mm/day,2.776,2.699,0.077,2.74,2.312,1.586,0.817
TREFHT land_60S90N CRU,DegC,4.003,5.239,-1.237,20.284,20.043,3.578,0.987
RESTOM global ceres_ebaf_toa_v4.1,W m-2,7.175,7.924,-0.749,93.061,95.876,12.921,0.991
SWCF global ceres_ebaf_toa_v4.1,W m-2,-58.441,-49.237,-9.204,41.393,36.866,21.563,0.882
LWCF global ceres_ebaf_toa_v4.1,W m-2,28.637,25.836,2.8,18.791,14.269,10.108,0.862
U-850mb global ERA-Interim,m s-1,0.47,1.068,-0.599,7.012,5.797,2.566,0.942
U-200mb global ERA-Interim,m s-1,17.391,16.981,0.411,14.528,14.763,3.645,0.97
Z3-500mb global ERA-Interim,hectometer,56.292,56.403,-0.111,2.725,2.696,0.279,0.996
PSL global ERA-Interim,mbar,1011.71,1011.442,0.268,9.694,8.711,3.031,0.952
PSL global ERA5,mbar,1011.71,1011.536,0.173,9.694,8.594,3.107,0.95
U-850mb global ERA5,m s-1,0.47,1.047,-0.577,7.012,5.83,2.56,0.941
U-200mb global ERA5,m s-1,17.391,16.976,0.416,14.528,14.671,3.551,0.971
Z3-500mb global ERA5,hectometer,56.292,56.387,-0.095,2.725,2.687,0.272,0.996
TREFHT land ERA-Interim,DegC,1.368,3.165,-1.797,21.146,20.038,3.86,0.989
TREFHT global ERA-Interim,DegC,11.378,12.67,-1.292,16.87,15.894,2.633,0.992
TREFHT land ERA5,DegC,1.368,3.042,-1.674,21.146,20.505,3.769,0.988
TREFHT global ERA5,DegC,11.378,12.498,-1.12,16.87,15.947,2.645,0.991
