Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v2.3,mm/day,2.764,2.715,0.049,2.605,2.434,1.778,0.753
TREFHT land_60S90N CRU,DegC,18.323,19.667,-1.344,9.235,8.14,3.141,0.952
RESTOM global ceres_ebaf_toa_v4.1,W m-2,-8.07,-7.52,-0.55,82.347,86.65,16.553,0.982
SWCF global ceres_ebaf_toa_v4.1,W m-2,-52.115,-43.23,-8.884,35.628,29.768,21.558,0.834
LWCF global ceres_ebaf_toa_v4.1,W m-2,30.077,25.667,4.41,17.097,14.265,10.842,0.815
U-850mb global ERA-Interim,m s-1,0.541,1.139,-0.598,6.875,5.816,2.591,0.935
U-200mb global ERA-Interim,m s-1,14.532,12.972,1.56,15.077,16.055,4.956,0.956
Z3-500mb global ERA-Interim,hectometer,56.683,56.89,-0.207,2.677,2.614,0.314,0.996
PSL global ERA-Interim,mbar,1011.159,1011.174,-0.015,9.514,8.532,2.806,0.957
PSL global ERA5,mbar,1011.159,1011.25,-0.091,9.514,8.475,2.921,0.954
U-850mb global ERA5,m s-1,0.541,1.148,-0.607,6.875,5.844,2.623,0.932
U-200mb global ERA5,m s-1,14.532,12.915,1.617,15.077,15.99,4.975,0.956
Z3-500mb global ERA5,hectometer,56.683,56.885,-0.201,2.677,2.605,0.31,0.996
TREFHT land ERA-Interim,DegC,12.559,14.337,-1.778,20.169,20.357,3.665,0.987
TREFHT global ERA-Interim,DegC,14.774,16.116,-1.343,14.823,14.3,2.843,0.986
TREFHT land ERA5,DegC,12.559,14.304,-1.745,20.169,20.19,3.901,0.985
TREFHT global ERA5,DegC,14.774,16.014,-1.241,14.823,14.184,2.878,0.985
