Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v2.3,mm/day,2.912,2.699,0.213,2.794,2.369,1.283,0.893
TREFHT land_60S90N CRU,DegC,6.87,5.096,1.774,18.618,20.093,3.152,0.992
RESTOM global ceres_ebaf_toa_v4.1,W m-2,6.599,7.947,-1.348,96.787,95.889,11.57,0.993
SWCF global ceres_ebaf_toa_v4.1,W m-2,-53.417,-49.226,-4.191,41.678,36.864,14.323,0.946
LWCF global ceres_ebaf_toa_v4.1,W m-2,23.947,25.831,-1.884,16.574,14.26,6.821,0.92
PSL global ERA-Interim,mbar,1011.507,1011.443,0.064,9.939,8.712,2.012,0.985
PSL global ERA5,mbar,1011.507,1011.542,-0.035,9.939,8.595,2.137,0.984
TREFHT land ERA-Interim,DegC,4.185,3.164,1.021,19.827,20.074,2.144,0.995
TREFHT global ERA-Interim,DegC,12.961,12.67,0.29,15.698,15.887,1.503,0.996
TREFHT land ERA5,DegC,4.185,3.07,1.115,19.827,20.505,2.271,0.996
TREFHT global ERA5,DegC,12.961,12.49,0.471,15.698,15.941,1.602,0.995
