Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v2.3,mm/day,2.776,2.685,0.091,2.634,2.169,1.888,0.708
RESTOM global ceres_ebaf_toa_v4.1,W m-2,3.604,1.992,1.612,73.821,73.661,15.369,0.979
SWCF global ceres_ebaf_toa_v4.1,W m-2,-48.554,-46.395,-2.159,22.531,25.631,17.422,0.75
LWCF global ceres_ebaf_toa_v4.1,W m-2,23.354,25.673,-2.319,11.536,12.188,8.692,0.752
U-850mb global ERA-Interim,m s-1,0.961,1.172,-0.211,5.576,5.603,1.683,0.957
U-200mb global ERA-Interim,m s-1,15.675,15.732,-0.057,11.752,13.148,4.099,0.952
Z3-500mb global ERA-Interim,hectometer,55.647,56.593,-0.947,2.603,2.691,0.987,0.995
PSL global ERA-Interim,mbar,1007.502,1011.256,-3.754,8.017,8.892,4.261,0.977
PSL global ERA5,mbar,1007.502,1011.351,-3.85,8.017,8.787,4.35,0.975
U-850mb global ERA5,m s-1,0.961,1.148,-0.187,5.576,5.586,1.711,0.955
U-200mb global ERA5,m s-1,15.675,15.696,-0.021,11.752,13.064,4.017,0.953
Z3-500mb global ERA5,hectometer,55.647,56.582,-0.935,2.603,2.678,0.975,0.995
TREFHT land ERA-Interim,DegC,7.638,9.282,-1.643,19.787,18.882,3.453,0.99
TREFHT global ERA-Interim,DegC,12.824,14.451,-1.627,14.874,14.166,2.915,0.987
TREFHT land ERA5,DegC,7.638,9.148,-1.51,19.787,19.132,3.464,0.988
TREFHT global ERA5,DegC,12.824,14.277,-1.453,14.874,14.203,2.866,0.987
