Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v2.3,mm/day,2.826,2.715,0.111,2.978,2.462,2.391,0.629
TREFHT land_60S90N CRU,DegC,17.98,19.64,-1.66,9.61,8.143,3.462,0.958
RESTOM global ceres_ebaf_toa_v4.1,W m-2,-8.358,-7.503,-0.855,86.106,86.612,18.45,0.977
SWCF global ceres_ebaf_toa_v4.1,W m-2,-48.615,-43.231,-5.384,32.022,29.706,18.022,0.847
LWCF global ceres_ebaf_toa_v4.1,W m-2,23.501,25.66,-2.158,12.789,14.241,10.627,0.709
U-850mb global ERA-Interim,m s-1,0.758,1.138,-0.38,5.995,5.819,2.03,0.945
U-200mb global ERA-Interim,m s-1,13.916,12.972,0.944,13.751,16.055,5.27,0.951
Z3-500mb global ERA-Interim,hectometer,55.915,56.89,-0.975,2.522,2.614,1.003,0.997
PSL global ERA-Interim,mbar,1007.226,1011.176,-3.95,8.418,8.533,4.517,0.967
PSL global ERA5,mbar,1007.226,1011.259,-4.034,8.418,8.477,4.618,0.965
U-850mb global ERA5,m s-1,0.758,1.143,-0.385,5.995,5.846,2.078,0.942
U-200mb global ERA5,m s-1,13.916,12.914,1.002,13.751,15.99,5.271,0.95
Z3-500mb global ERA5,hectometer,55.915,56.885,-0.969,2.522,2.605,0.996,0.997
TREFHT land ERA-Interim,DegC,12.215,14.258,-2.043,20.673,20.354,4.051,0.987
TREFHT global ERA-Interim,DegC,14.543,16.11,-1.567,14.487,14.298,2.853,0.986
TREFHT land ERA5,DegC,12.215,14.28,-2.065,20.673,20.082,4.232,0.984
TREFHT global ERA5,DegC,14.543,15.999,-1.456,14.487,14.177,2.84,0.986
