Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v2.3,mm/day,2.814,2.689,0.124,2.317,1.899,1.749,0.674
TREFHT land_60S90N CRU,DegC,11.748,12.838,-1.09,13.917,13.047,2.847,0.984
RESTOM global ceres_ebaf_toa_v4.1,W m-2,0.763,0.932,-0.168,57.065,55.936,12.977,0.974
SWCF global ceres_ebaf_toa_v4.1,W m-2,-48.961,-45.306,-3.655,18.402,20.04,14.086,0.753
LWCF global ceres_ebaf_toa_v4.1,W m-2,23.333,25.809,-2.476,9.831,10.937,8.04,0.734
U-850mb global ERA-Interim,m s-1,0.812,1.096,-0.284,5.385,5.401,1.499,0.964
U-200mb global ERA-Interim,m s-1,15.476,15.686,-0.21,11.538,12.316,3.485,0.96
Z3-500mb global ERA-Interim,hectometer,55.704,56.618,-0.914,2.492,2.575,0.946,0.996
PSL global ERA-Interim,mbar,1007.498,1011.303,-3.805,7.555,8.143,4.19,0.978
PSL global ERA5,mbar,1007.498,1011.392,-3.894,7.555,8.068,4.293,0.975
U-850mb global ERA5,m s-1,0.812,1.077,-0.265,5.385,5.415,1.542,0.962
U-200mb global ERA5,m s-1,15.476,15.654,-0.177,11.538,12.247,3.453,0.96
Z3-500mb global ERA5,hectometer,55.704,56.608,-0.904,2.492,2.566,0.934,0.996
TREFHT land ERA-Interim,DegC,7.465,8.865,-1.4,19.24,18.68,3.245,0.99
TREFHT global ERA-Interim,DegC,13.009,14.406,-1.396,14.586,14.116,2.653,0.988
TREFHT land ERA5,DegC,7.465,8.811,-1.346,19.24,18.843,3.345,0.987
TREFHT global ERA5,DegC,13.009,14.256,-1.247,14.586,14.113,2.622,0.988
