Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v2.3,mm/day,3.009,2.716,0.293,2.783,2.434,1.568,0.834
TREFHT land_60S90N CRU,DegC,20.161,19.667,0.494,8.634,8.14,2.232,0.967
RESTOM global ceres_ebaf_toa_v4.1,W m-2,-8.193,-7.51,-0.683,89.049,86.651,15.214,0.985
SWCF global ceres_ebaf_toa_v4.1,W m-2,-48.178,-43.233,-4.945,32.808,29.768,17.865,0.854
LWCF global ceres_ebaf_toa_v4.1,W m-2,23.048,25.669,-2.621,14.256,14.264,7.361,0.884
PSL global ERA-Interim,mbar,1011.43,1011.174,0.256,10.132,8.533,2.602,0.976
PSL global ERA5,mbar,1011.43,1011.25,0.18,10.132,8.475,2.688,0.974
TREFHT land ERA-Interim,DegC,13.981,14.355,-0.374,21.116,20.328,2.582,0.993
TREFHT global ERA-Interim,DegC,16.153,16.122,0.031,14.808,14.288,1.863,0.992
TREFHT land ERA5,DegC,13.981,14.321,-0.341,21.116,20.164,3.016,0.991
TREFHT global ERA5,DegC,16.153,16.02,0.133,14.808,14.173,2.052,0.991
