Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v2.3,mm/day,2.949,2.664,0.285,2.482,2.066,1.75,0.726
SWCF global ceres_ebaf_toa_v4.1,W m-2,-44.493,-42.475,-2.018,23.399,21.837,17.617,0.703
LWCF global ceres_ebaf_toa_v4.1,W m-2,25.1,26.07,-0.971,13.315,11.609,9.236,0.737
U-850mb global ERA-Interim,m s-1,1.018,1.01,0.009,6.401,5.418,1.954,0.959
U-200mb global ERA-Interim,m s-1,17.507,17.09,0.417,13.616,12.063,3.87,0.962
Z3-500mb global ERA-Interim,hectometer,56.874,56.582,0.292,2.74,2.612,0.384,0.997
PSL global ERA-Interim,mbar,1011.323,1011.337,-0.014,9.224,8.029,3.146,0.943
PSL global ERA5,mbar,1011.323,1011.415,-0.092,9.224,7.99,3.206,0.941
U-850mb global ERA5,m s-1,1.018,0.981,0.037,6.401,5.447,1.964,0.958
U-200mb global ERA5,m s-1,17.507,17.059,0.448,13.616,11.996,3.907,0.962
Z3-500mb global ERA5,hectometer,56.874,56.572,0.301,2.74,2.604,0.393,0.997
TREFHT land ERA-Interim,DegC,8.814,8.568,0.245,19.923,20.255,1.868,0.996
TREFHT global ERA-Interim,DegC,14.967,14.365,0.602,15.092,15.023,1.602,0.995
TREFHT land ERA5,DegC,8.814,8.631,0.182,19.923,20.252,2.072,0.995
TREFHT global ERA5,DegC,14.967,14.241,0.726,15.092,14.914,1.744,0.994
