Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v3.2,mm/day,3.083,2.857,0.226,2.835,2.719,1.471,0.864
PRECT global GPCP_v2.3,mm/day,3.083,2.714,0.369,2.778,2.52,1.403,0.874
TREFHT land_60S90N CRU,DegC,20.245,999.999,999.999,8.285,999.999,999.999,999.999
SST global HadISST,degC,20.049,999.999,999.999,8.463,999.999,999.999,999.999
SST global HadISST_CL,degC,20.049,19.403,0.646,8.463,9.073,1.187,0.99
SST global HadISST_PI,degC,20.049,999.999,999.999,8.463,999.999,999.999,999.999
SST global HadISST_PD,degC,20.049,999.999,999.999,8.463,999.999,999.999,999.999
SOLIN global ceres_ebaf_toa_v4.1,W/m2,330.401,330.398,0.003,139.608,139.062,0.989,1.0
ALBEDO 75S75N ceres_ebaf_toa_v4.1,dimensionless,0.32,0.313,0.007,0.119,0.13,0.047,0.935
ALBEDOC global ceres_ebaf_toa_v4.1,dimensionless,0.176,0.208,-0.032,0.125,0.34,0.276,0.656
RESTOM global ceres_ebaf_toa_v4.1,W/m2,-8.673,-7.655,-1.018,88.082,86.704,13.252,0.989
FLUT global ceres_ebaf_toa_v4.1,W/m2,242.286,243.911,-1.625,35.188,35.445,9.323,0.966
FLUTC global ceres_ebaf_toa_v4.1,W/m2,267.289,269.619,-2.33,31.86,31.841,4.857,0.991
FSNTOA global ceres_ebaf_toa_v4.1,W/m2,233.513,236.256,-2.743,107.87,107.8,15.61,0.99
FSNTOAC global ceres_ebaf_toa_v4.1,W/m2,282.287,279.541,2.746,123.952,122.036,8.129,0.998
SWCF global ceres_ebaf_toa_v4.1,W/m2,-48.774,-43.285,-5.489,31.754,29.996,16.846,0.868
LWCF global ceres_ebaf_toa_v4.1,W/m2,25.003,25.708,-0.705,15.284,14.425,7.069,0.889
NETCF global ceres_ebaf_toa_v4.1,W/m2,-23.771,-17.577,-6.194,28.402,26.927,15.042,0.879
ALBEDO_SRF global ceres_ebaf_surface_v4.1,dimensionless,0.143,999.999,999.999,0.178,999.999,999.999,999.999
SWCFSRF global ceres_ebaf_surface_v4.1,W/m2,-52.223,999.999,999.999,34.969,999.999,999.999,999.999
LWCFSRF global ceres_ebaf_surface_v4.1,W/m2,26.027,999.999,999.999,18.412,999.999,999.999,999.999
NETCF_SRF global ceres_ebaf_surface_v4.1,W/m2,-26.196,999.999,999.999,36.018,999.999,999.999,999.999
FLDS global ceres_ebaf_surface_v4.1,W/m2,354.981,999.999,999.999,64.054,999.999,999.999,999.999
FLDSC global ceres_ebaf_surface_v4.1,W/m2,328.401,999.999,999.999,73.771,999.999,999.999,999.999
FLNS global ceres_ebaf_surface_v4.1,W/m2,53.832,999.999,999.999,23.868,999.999,999.999,999.999
FLNSC global ceres_ebaf_surface_v4.1,W/m2,79.859,999.999,999.999,19.329,999.999,999.999,999.999
FSDS global ceres_ebaf_surface_v4.1,W/m2,176.473,999.999,999.999,87.235,999.999,999.999,999.999
FSDSC global ceres_ebaf_surface_v4.1,W/m2,234.722,999.999,999.999,101.877,999.999,999.999,999.999
FSNS global ceres_ebaf_surface_v4.1,W/m2,156.407,999.999,999.999,77.634,999.999,999.999,999.999
FSNSC global ceres_ebaf_surface_v4.1,W/m2,208.63,999.999,999.999,93.861,999.999,999.999,999.999
LHFLX global OAFlux,W/m2,89.349,999.999,999.999,57.28,999.999,999.999,999.999
SHFLX global OAFlux,W/m2,21.892,999.999,999.999,21.493,999.999,999.999,999.999
LHFLX global ERA5,W/m2,89.349,86.268,3.082,57.28,53.281,19.483,0.942
SHFLX global ERA5,W/m2,21.892,17.651,4.24,21.493,20.075,10.396,0.898
PSL global ERA5,mbar,1011.395,1011.258,0.137,10.208,8.404,3.176,0.96
FSNS global ERA5,W/m2,156.407,156.987,-0.58,77.634,76.438,16.848,0.976
FLNS global ERA5,W/m2,53.832,57.534,-3.703,23.868,22.04,10.34,0.915
NET_FLUX_SRF global ERA5,W/m2,-9.31,-4.466,-4.843,79.728,74.206,28.466,0.936
PRECT global ERA5,mm/day,3.083,2.985,0.098,2.835,2.804,1.394,0.878
TMQ global ERA5,kg/m2,27.649,25.67,1.979,15.581,14.983,3.681,0.98
QREFHT global ERA5_ext,g/kg,10.793,999.999,999.999,5.597,999.999,999.999,999.999
U10 global ERA5_ext,m/s,6.364,999.999,999.999,2.699,999.999,999.999,999.999
