Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
U-850mb global ERA5,m/s,1.444,1.12,0.324,6.47,5.855,1.736,0.965
U-200mb global ERA5,m/s,15.443,12.842,2.601,15.337,15.995,4.589,0.972
Z3-500mb global ERA5,hectometer,57.007,56.88,0.128,2.79,2.593,0.335,0.996
OMEGA-200mb global ERA5,mbar/day,0.202,999.999,999.999,16.269,999.999,999.999,999.999
OMEGA-500mb global ERA5,mbar/day,0.01,999.999,999.999,25.756,999.999,999.999,999.999
OMEGA-850mb global ERA5,mbar/day,-0.47,999.999,999.999,33.703,999.999,999.999,999.999
T-850mb global ERA5,K,283.096,282.64,0.456,10.054,11.393,1.162,0.993
T-200mb global ERA5,K,219.468,218.433,1.034,4.362,4.985,1.844,0.955
TAUXY ocean ERA5,N/m^2,0.078,0.076,0.003,0.062,0.058,0.031,0.866
LHFLX global MERRA2,W/m2,89.349,999.999,999.999,57.28,999.999,999.999,999.999
SHFLX global MERRA2,W/m2,21.892,999.999,999.999,21.493,999.999,999.999,999.999
PSL global MERRA2,mbar,1011.395,999.999,999.999,10.208,999.999,999.999,999.999
FSNS global MERRA2,W/m2,156.407,999.999,999.999,77.634,999.999,999.999,999.999
FLNS global MERRA2,W/m2,53.832,999.999,999.999,23.868,999.999,999.999,999.999
NET_FLUX_SRF global MERRA2,W/m2,-9.31,999.999,999.999,79.728,999.999,999.999,999.999
PRECT global MERRA2,mm/day,3.083,999.999,999.999,2.835,999.999,999.999,999.999
TMQ global MERRA2,kg/m2,27.649,999.999,999.999,15.581,999.999,999.999,999.999
U-850mb global MERRA2,m/s,1.444,999.999,999.999,6.47,999.999,999.999,999.999
U-200mb global MERRA2,m/s,15.443,999.999,999.999,15.337,999.999,999.999,999.999
Z3-500mb global MERRA2,hectometer,57.007,999.999,999.999,2.79,999.999,999.999,999.999
OMEGA-200mb global MERRA2,mbar/day,0.202,999.999,999.999,16.269,999.999,999.999,999.999
OMEGA-500mb global MERRA2,mbar/day,0.01,999.999,999.999,25.756,999.999,999.999,999.999
OMEGA-850mb global MERRA2,mbar/day,-0.47,999.999,999.999,33.703,999.999,999.999,999.999
T-850mb global MERRA2,K,283.096,999.999,999.999,10.054,999.999,999.999,999.999
T-200mb global MERRA2,K,219.468,999.999,999.999,4.362,999.999,999.999,999.999
TAUXY ocean MERRA2,N/m^2,0.078,999.999,999.999,0.062,999.999,999.999,999.999
CLDTOT_TAU1.3_ISCCP global ISCCPCOSP,%,49.189,999.999,999.999,23.411,999.999,999.999,999.999
CLDTOT_TAU1.3_9.4_ISCCP global ISCCPCOSP,%,22.382,999.999,999.999,9.452,999.999,999.999,999.999
CLDTOT_TAU9.4_ISCCP global ISCCPCOSP,%,26.807,999.999,999.999,16.276,999.999,999.999,999.999
CLDTOT_TAU1.3_MISR global MISRCOSP,%,49.189,999.999,999.999,23.411,999.999,999.999,999.999
CLDTOT_TAU1.3_9.4_MISR global MISRCOSP,%,22.382,999.999,999.999,9.452,999.999,999.999,999.999
CLDTOT_TAU9.4_MISR global MISRCOSP,%,26.807,999.999,999.999,16.276,999.999,999.999,999.999
CLDLOW_TAU1.3_MISR global MISRCOSP,%,29.205,999.999,999.999,22.859,999.999,999.999,999.999
CLDLOW_TAU1.3_9.4_MISR global MISRCOSP,%,14.593,999.999,999.999,11.141,999.999,999.999,999.999
CLDLOW_TAU9.4_MISR global MISRCOSP,%,14.612,999.999,999.999,13.008,999.999,999.999,999.999
CLDTOT_TAU1.3_MODIS global MODISCOSP,%,47.989,999.999,999.999,23.137,999.999,999.999,999.999
CLDTOT_TAU1.3_9.4_MODIS global MODISCOSP,%,21.54,999.999,999.999,9.14,999.999,999.999,999.999
CLDTOT_TAU9.4_MODIS global MODISCOSP,%,26.45,999.999,999.999,16.29,999.999,999.999,999.999
CLDHGH_TAU1.3_MODIS global MODISCOSP,%,15.298,999.999,999.999,11.94,999.999,999.999,999.999
CLDHGH_TAU1.3_9.4_MODIS global MODISCOSP,%,6.53,999.999,999.999,5.305,999.999,999.999,999.999
CLDHGH_TAU9.4_MODIS global MODISCOSP,%,8.768,999.999,999.999,7.459,999.999,999.999,999.999
CLDTOT_CAL global CALIPSOCOSP,%,65.139,999.999,999.999,20.884,999.999,999.999,999.999
CLDLOW_CAL global CALIPSOCOSP,%,33.413,999.999,999.999,24.088,999.999,999.999,999.999
CLDMED_CAL global CALIPSOCOSP,%,13.261,999.999,999.999,9.788,999.999,999.999,999.999
CLDHGH_CAL global CALIPSOCOSP,%,37.049,999.999,999.999,18.714,999.999,999.999,999.999
TGCLDLWP_OCN global SSMI,g/m^2,63.789,999.999,999.999,24.475,999.999,999.999,999.999
AODVIS global MACv2,dimensionless,0.134,999.999,999.999,0.117,999.999,999.999,999.999
AODVIS global MERRA2_Aerosols,dimensionless,0.134,999.999,999.999,0.117,999.999,999.999,999.999
AODDUST global MACv2,dimensionless,0.034,999.999,999.999,0.08,999.999,999.999,999.999
TREFHT global ERA5,DegC,16.143,15.994,0.148,14.581,14.153,1.64,0.994
TREFHT land ERA5,DegC,14.149,14.353,-0.204,20.856,20.023,2.412,0.994
TREFHT global MERRA2,DegC,16.143,999.999,999.999,14.581,999.999,999.999,999.999
TREFHT land MERRA2,DegC,14.149,999.999,999.999,20.856,999.999,999.999,999.999
TREFMNAV global MERRA2,DegC,14.305,999.999,999.999,14.717,999.999,999.999,999.999
TREFMXAV global MERRA2,DegC,18.039,999.999,999.999,14.75,999.999,999.999,999.999
TREF_range global MERRA2,K,3.735,999.999,999.999,4.137,999.999,999.999,999.999
PminusE global GPCP_OAFLux,mm/day,-0.004,999.999,999.999,2.935,999.999,999.999,999.999
PminusE global COREv2_Flux,mm/day,-0.004,999.999,999.999,2.935,999.999,999.999,999.999
TCO global OMI-MLS,DU,28.505,999.999,999.999,6.357,999.999,999.999,999.999
TCO 60S60N OMI-MLS,DU,28.965,999.999,999.999,6.01,999.999,999.999,999.999
_ABURDENDUST global ,1e-6 kg/m2,78.842,999.999,999.999,201.669,999.999,999.999,999.999
_ABURDENBC global ,1e-6 kg/m2,0.201,999.999,999.999,0.324,999.999,999.999,999.999
_ABURDENSOA global ,1e-6 kg/m2,5.433,999.999,999.999,9.162,999.999,999.999,999.999
_ABURDENPOM global ,1e-6 kg/m2,1.38,999.999,999.999,2.677,999.999,999.999,999.999
_ABURDENSEASALT global ,1e-6 kg/m2,10.788,999.999,999.999,9.821,999.999,999.999,999.999
_ABURDENSO4 global ,1e-6 kg/m2,7.06,999.999,999.999,4.633,999.999,999.999,999.999
_ABURDENSO4_STR global ,1e-6 kg/m2,2.064,999.999,999.999,0.768,999.999,999.999,999.999
_ABURDENSO4_TRO global ,1e-6 kg/m2,4.996,999.999,999.999,4.441,999.999,999.999,999.999
_Mass_bc_srf global ,1e-12 kg/kg,88.675,999.999,999.999,228.125,999.999,999.999,999.999
_Mass_ncl_srf global ,1e-12 kg/kg,7833.669,999.999,999.999,6688.697,999.999,999.999,999.999
_Mass_so4_srf global ,1e-12 kg/kg,963.808,999.999,999.999,1158.11,999.999,999.999,999.999
_Mass_dst_srf global ,1e-12 kg/kg,26961.233,999.999,999.999,92772.074,999.999,999.999,999.999
_Mass_pom_srf global ,1e-12 kg/kg,511.945,999.999,999.999,1347.969,999.999,999.999,999.999
_Mass_soa_srf global ,1e-12 kg/kg,947.392,999.999,999.999,2597.082,999.999,999.999,999.999
_Mass_mom_srf global ,1e-12 kg/kg,84.435,999.999,999.999,108.349,999.999,999.999,999.999
_Mass_bc_850 global ,1e-12 kg/kg,57.166,999.999,999.999,136.33,999.999,999.999,999.999
_Mass_ncl_850 global ,1e-12 kg/kg,2244.075,999.999,999.999,2360.48,999.999,999.999,999.999
_Mass_so4_850 global ,1e-12 kg/kg,898.013,999.999,999.999,1101.554,999.999,999.999,999.999
_Mass_dst_850 global ,1e-12 kg/kg,22261.17,999.999,999.999,65745.129,999.999,999.999,999.999
_Mass_pom_850 global ,1e-12 kg/kg,415.526,999.999,999.999,1153.488,999.999,999.999,999.999
_Mass_soa_850 global ,1e-12 kg/kg,1077.692,999.999,999.999,3042.733,999.999,999.999,999.999
_Mass_mom_850 global ,1e-12 kg/kg,23.957,999.999,999.999,18.044,999.999,999.999,999.999
_Mass_bc_330 global ,1e-12 kg/kg,7.846,999.999,999.999,6.11,999.999,999.999,999.999
_Mass_ncl_330 global ,1e-12 kg/kg,105.85,999.999,999.999,147.779,999.999,999.999,999.999
_Mass_so4_330 global ,1e-12 kg/kg,406.145,999.999,999.999,307.606,999.999,999.999,999.999
_Mass_dst_330 global ,1e-12 kg/kg,2041.403,999.999,999.999,3168.634,999.999,999.999,999.999
_Mass_pom_330 global ,1e-12 kg/kg,44.665,999.999,999.999,34.755,999.999,999.999,999.999
_Mass_soa_330 global ,1e-12 kg/kg,485.615,999.999,999.999,317.672,999.999,999.999,999.999
_Mass_mom_330 global ,1e-12 kg/kg,1.953,999.999,999.999,2.171,999.999,999.999,999.999
