Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v2.3,mm/day,3.057,2.715,0.342,2.973,2.437,1.812,0.801
TREFHT land_60S90N CRU,DegC,19.935,19.684,0.251,8.408,8.147,2.62,0.951
RESTOM global ceres_ebaf_toa_v4.1,W m-2,-5.129,-7.514,2.386,89.521,86.657,13.342,0.989
SWCF global ceres_ebaf_toa_v4.1,W m-2,-44.096,-43.235,-0.862,28.709,29.737,15.899,0.853
LWCF global ceres_ebaf_toa_v4.1,W m-2,24.837,25.668,-0.832,13.949,14.275,8.001,0.841
U-850mb global ERA-Interim,m s-1,0.822,1.14,-0.318,5.511,5.815,1.578,0.966
U-200mb global ERA-Interim,m s-1,13.937,12.972,0.965,15.935,16.055,4.505,0.962
Z3-500mb global ERA-Interim,hectometer,56.406,56.89,-0.485,2.421,2.614,0.573,0.996
PSL global ERA-Interim,mbar,1011.481,1011.174,0.307,7.904,8.533,3.534,0.911
PSL global ERA5,mbar,1011.481,1011.254,0.227,7.904,8.474,3.444,0.914
U-850mb global ERA5,m s-1,0.822,1.147,-0.325,5.511,5.84,1.621,0.965
U-200mb global ERA5,m s-1,13.937,12.915,1.022,15.935,15.99,4.554,0.961
Z3-500mb global ERA5,hectometer,56.406,56.885,-0.479,2.421,2.605,0.567,0.995
TREFHT land ERA-Interim,DegC,13.727,14.277,-0.549,21.354,20.385,2.789,0.994
TREFHT global ERA-Interim,DegC,15.759,16.117,-0.358,14.829,14.298,1.816,0.993
TREFHT land ERA5,DegC,13.727,14.394,-0.667,21.354,20.124,2.891,0.993
TREFHT global ERA5,DegC,15.759,16.01,-0.251,14.829,14.179,1.903,0.993
