Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v2.3,mm/day,3.001,2.664,0.337,2.72,2.016,1.878,0.734
RESTOM global ceres_ebaf_toa_v4.1,W m-2,0.827,1.445,-0.618,72.243,71.979,10.961,0.988
SWCF global ceres_ebaf_toa_v4.1,W m-2,-46.127,-42.486,-3.64,24.538,21.841,14.523,0.822
LWCF global ceres_ebaf_toa_v4.1,W m-2,25.209,26.073,-0.865,12.757,11.616,8.937,0.737
U-850mb global ERA-Interim,m s-1,0.765,1.009,-0.245,5.638,5.418,1.34,0.973
U-200mb global ERA-Interim,m s-1,17.154,17.09,0.064,14.062,12.063,3.979,0.965
Z3-500mb global ERA-Interim,hectometer,56.108,56.582,-0.473,2.458,2.612,0.538,0.997
PSL global ERA-Interim,mbar,1011.853,1011.336,0.517,7.725,8.028,3.048,0.928
PSL global ERA5,mbar,1011.853,1011.412,0.441,7.725,7.989,2.912,0.933
U-850mb global ERA5,m s-1,0.765,0.981,-0.217,5.638,5.446,1.35,0.972
U-200mb global ERA5,m s-1,17.154,17.06,0.094,14.062,11.996,4.029,0.965
Z3-500mb global ERA5,hectometer,56.108,56.572,-0.464,2.458,2.604,0.527,0.997
TREFHT land ERA-Interim,DegC,6.848,8.514,-1.665,20.668,20.258,3.356,0.992
TREFHT global ERA-Interim,DegC,13.738,14.369,-0.631,15.231,15.025,2.002,0.992
TREFHT land ERA5,DegC,6.848,8.645,-1.796,20.668,20.254,3.27,0.992
TREFHT global ERA5,DegC,13.738,14.245,-0.507,15.231,14.921,1.943,0.992
