Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v2.3,mm/day,2.83,2.679,0.151,2.967,2.148,1.672,0.835
RESTOM global ceres_ebaf_toa_v4.1,W m-2,2.53,2.001,0.53,72.294,73.674,12.308,0.986
SWCF global ceres_ebaf_toa_v4.1,W m-2,-46.395,-46.39,-0.005,26.09,25.65,14.551,0.842
LWCF global ceres_ebaf_toa_v4.1,W m-2,25.089,25.678,-0.59,15.352,12.207,7.949,0.859
U-850mb global ERA-Interim,m s-1,1.216,1.171,0.045,6.159,5.603,1.398,0.976
U-200mb global ERA-Interim,m s-1,18.396,15.732,2.664,14.18,13.147,3.914,0.981
Z3-500mb global ERA-Interim,hectometer,56.519,56.594,-0.075,2.883,2.691,0.247,0.999
PSL global ERA-Interim,mbar,1011.254,1011.254,0.0,9.403,8.89,2.265,0.971
PSL global ERA5,mbar,1011.254,1011.347,-0.093,9.403,8.782,2.196,0.973
U-850mb global ERA5,m s-1,1.216,1.148,0.069,6.159,5.586,1.439,0.975
U-200mb global ERA5,m s-1,18.396,15.698,2.699,14.18,13.064,3.992,0.98
Z3-500mb global ERA5,hectometer,56.519,56.583,-0.063,2.883,2.678,0.254,0.999
TREFHT land ERA-Interim,DegC,9.537,9.337,0.2,19.548,18.947,2.884,0.99
TREFHT global ERA-Interim,DegC,14.692,14.464,0.228,14.99,14.16,2.027,0.992
TREFHT land ERA5,DegC,9.537,9.35,0.187,19.548,19.154,3.093,0.988
TREFHT global ERA5,DegC,14.692,14.298,0.394,14.99,14.191,2.202,0.99
