Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v2.3,mm/day,2.847,2.685,0.162,2.391,2.214,1.388,0.824
SWCF global ceres_ebaf_toa_v4.1,W m-2,-44.843,-46.396,1.553,24.905,25.764,15.373,0.818
LWCF global ceres_ebaf_toa_v4.1,W m-2,18.669,25.677,-7.008,10.488,12.249,9.757,0.833
U-850mb global ERA-Interim,m s-1,1.492,1.173,0.32,5.914,5.602,1.269,0.978
U-200mb global ERA-Interim,m s-1,15.644,15.732,-0.088,12.114,13.148,3.2,0.971
Z3-500mb global ERA-Interim,hectometer,56.179,56.594,-0.415,2.712,2.691,0.439,0.999
PSL global ERA-Interim,mbar,1009.023,1011.255,-2.232,9.597,8.892,2.861,0.984
PSL global ERA5,mbar,1009.023,1011.348,-2.325,9.597,8.786,2.979,0.983
U-850mb global ERA5,m s-1,1.492,1.153,0.34,5.914,5.583,1.307,0.976
U-200mb global ERA5,m s-1,15.644,15.697,-0.053,12.114,13.064,3.147,0.972
Z3-500mb global ERA5,hectometer,56.179,56.583,-0.404,2.712,2.678,0.429,0.999
TREFHT land ERA-Interim,DegC,8.089,9.258,-1.169,20.163,18.911,2.731,0.996
TREFHT global ERA-Interim,DegC,13.567,14.456,-0.889,14.58,14.165,1.968,0.993
TREFHT land ERA5,DegC,8.089,9.171,-1.082,20.163,19.171,2.57,0.995
TREFHT global ERA5,DegC,13.567,14.29,-0.723,14.58,14.2,1.866,0.993
