Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v2.3,mm/day,3.096,2.715,0.381,2.842,2.517,1.882,0.77
TREFHT land_60S90N CRU,DegC,20.282,19.67,0.612,8.188,8.122,2.448,0.958
RESTOM global ceres_ebaf_toa_v4.1,W m-2,-9.07,-7.509,-1.561,83.063,86.623,15.382,0.985
SWCF global ceres_ebaf_toa_v4.1,W m-2,-40.718,-43.235,2.517,28.907,29.676,17.359,0.828
LWCF global ceres_ebaf_toa_v4.1,W m-2,23.691,25.663,-1.972,16.35,14.251,9.987,0.804
U-850mb global ERA-Interim,m s-1,0.707,1.139,-0.432,5.57,5.822,2.21,0.929
U-200mb global ERA-Interim,m s-1,12.267,12.972,-0.705,15.488,16.06,4.144,0.967
Z3-500mb global ERA-Interim,hectometer,56.578,56.89,-0.312,2.395,2.614,0.448,0.996
PSL global ERA-Interim,mbar,1010.248,1011.175,-0.927,8.534,8.537,3.218,0.935
PSL global ERA5,mbar,1010.248,1011.252,-1.004,8.534,8.478,3.217,0.935
U-850mb global ERA5,m s-1,0.707,1.145,-0.437,5.57,5.843,2.21,0.929
U-200mb global ERA5,m s-1,12.267,12.915,-0.648,15.488,15.99,4.124,0.967
Z3-500mb global ERA5,hectometer,56.578,56.885,-0.307,2.395,2.605,0.442,0.995
TREFHT land ERA-Interim,DegC,14.203,14.28,-0.076,20.831,20.268,2.561,0.993
TREFHT global ERA-Interim,DegC,16.013,16.114,-0.101,14.076,14.302,2.523,0.984
TREFHT land ERA5,DegC,14.203,14.378,-0.175,20.831,20.075,3.04,0.99
TREFHT global ERA5,DegC,16.013,16.009,0.003,14.076,14.175,2.598,0.983
