Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v2.3,mm/day,3.068,2.69,0.377,2.225,1.934,1.126,0.879
TREFHT land_60S90N CRU,DegC,13.094,12.759,0.335,13.33,13.078,1.929,0.99
RESTOM global ceres_ebaf_toa_v4.1,W m-2,0.434,0.926,-0.492,53.046,55.961,9.42,0.987
SWCF global ceres_ebaf_toa_v4.1,W m-2,-47.516,-45.306,-2.21,23.278,20.091,11.714,0.869
LWCF global ceres_ebaf_toa_v4.1,W m-2,21.399,25.808,-4.41,11.087,10.952,6.255,0.919
U-850mb global ERA-Interim,m s-1,0.923,1.098,-0.174,5.824,5.399,1.297,0.977
U-200mb global ERA-Interim,m s-1,15.932,15.687,0.245,12.685,12.316,2.211,0.985
Z3-500mb global ERA-Interim,hectometer,56.766,56.618,0.147,2.621,2.575,0.213,0.998
PSL global ERA-Interim,mbar,1011.25,1011.302,-0.051,9.086,8.142,1.703,0.986
PSL global ERA5,mbar,1011.25,1011.39,-0.14,9.086,8.067,1.879,0.983
U-850mb global ERA5,m s-1,0.923,1.082,-0.159,5.824,5.411,1.256,0.978
U-200mb global ERA5,m s-1,15.932,15.655,0.277,12.685,12.247,2.194,0.985
Z3-500mb global ERA5,hectometer,56.766,56.608,0.158,2.621,2.566,0.224,0.998
TREFHT land ERA-Interim,DegC,8.372,8.849,-0.477,19.7,18.694,2.129,0.996
TREFHT global ERA-Interim,DegC,14.248,14.411,-0.163,14.88,14.114,1.589,0.995
TREFHT land ERA5,DegC,8.372,8.838,-0.466,19.7,18.894,2.271,0.994
TREFHT global ERA5,DegC,14.248,14.265,-0.018,14.88,14.11,1.701,0.995
