Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v2.3,mm/day,3.082,2.699,0.382,2.802,2.369,1.456,0.865
TREFHT land_60S90N CRU,DegC,4.827,5.096,-0.269,19.972,20.093,2.757,0.991
RESTOM global ceres_ebaf_toa_v4.1,W m-2,8.507,7.947,0.56,95.804,95.889,12.6,0.991
SWCF global ceres_ebaf_toa_v4.1,W m-2,-50.311,-49.226,-1.085,38.311,36.864,17.053,0.898
LWCF global ceres_ebaf_toa_v4.1,W m-2,20.886,25.831,-4.944,15.575,14.26,8.2,0.908
U-850mb global ERA-Interim,m s-1,0.865,1.068,-0.203,6.361,5.797,1.751,0.963
U-200mb global ERA-Interim,m s-1,16.458,16.981,-0.524,15.751,14.763,3.576,0.975
Z3-500mb global ERA-Interim,hectometer,56.533,56.403,0.13,2.727,2.696,0.254,0.997
PSL global ERA-Interim,mbar,1011.456,1011.442,0.014,9.623,8.712,2.019,0.981
PSL global ERA5,mbar,1011.456,1011.541,-0.084,9.623,8.595,2.219,0.977
U-850mb global ERA5,m s-1,0.865,1.047,-0.181,6.361,5.828,1.68,0.966
U-200mb global ERA5,m s-1,16.458,16.976,-0.518,15.751,14.671,3.543,0.976
Z3-500mb global ERA5,hectometer,56.533,56.387,0.146,2.727,2.687,0.264,0.997
TREFHT land ERA-Interim,DegC,2.195,3.164,-0.97,20.892,20.074,2.542,0.995
TREFHT global ERA-Interim,DegC,12.355,12.67,-0.315,16.783,15.887,1.884,0.995
TREFHT land ERA5,DegC,2.195,3.07,-0.875,20.892,20.505,2.479,0.994
TREFHT global ERA5,DegC,12.355,12.49,-0.135,16.783,15.941,1.969,0.994
