Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v2.3,mm/day,3.008,2.685,0.323,2.623,2.214,1.315,0.875
RESTOM global ceres_ebaf_toa_v4.1,W m-2,1.982,1.982,-0.0,71.091,73.674,11.449,0.988
SWCF global ceres_ebaf_toa_v4.1,W m-2,-48.095,-46.392,-1.703,28.847,25.682,14.839,0.86
LWCF global ceres_ebaf_toa_v4.1,W m-2,21.158,25.67,-4.512,13.369,12.205,7.624,0.888
U-850mb global ERA-Interim,m s-1,1.079,1.173,-0.094,6.158,5.601,1.443,0.974
U-200mb global ERA-Interim,m s-1,15.908,15.732,0.176,13.834,13.147,2.504,0.984
Z3-500mb global ERA-Interim,hectometer,56.733,56.594,0.14,2.79,2.691,0.236,0.998
PSL global ERA-Interim,mbar,1011.191,1011.255,-0.064,10.254,8.892,1.976,0.989
PSL global ERA5,mbar,1011.191,1011.35,-0.159,10.254,8.787,2.153,0.986
U-850mb global ERA5,m s-1,1.079,1.153,-0.074,6.158,5.582,1.424,0.975
U-200mb global ERA5,m s-1,15.908,15.697,0.211,13.834,13.063,2.519,0.984
Z3-500mb global ERA5,hectometer,56.733,56.582,0.151,2.79,2.678,0.25,0.998
TREFHT land ERA-Interim,DegC,8.789,9.27,-0.48,20.229,18.902,2.42,0.996
TREFHT global ERA-Interim,DegC,14.222,14.455,-0.233,15.068,14.165,1.726,0.995
TREFHT land ERA5,DegC,8.789,9.175,-0.385,20.229,19.187,2.453,0.994
TREFHT global ERA5,DegC,14.222,14.287,-0.065,15.068,14.202,1.785,0.994
