Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v2.3,mm/day,2.954,2.664,0.291,2.691,2.066,1.651,0.798
SWCF global ceres_ebaf_toa_v4.1,W m-2,-41.816,-42.472,0.656,22.823,21.838,12.556,0.843
LWCF global ceres_ebaf_toa_v4.1,W m-2,24.159,26.071,-1.912,12.961,11.608,7.861,0.813
U-850mb global ERA-Interim,m s-1,1.259,1.009,0.25,5.855,5.419,1.401,0.972
U-200mb global ERA-Interim,m s-1,19.205,17.09,2.115,13.945,12.063,4.93,0.952
Z3-500mb global ERA-Interim,hectometer,56.43,56.581,-0.152,2.766,2.612,0.292,0.997
PSL global ERA-Interim,mbar,1011.556,1011.337,0.219,8.492,8.029,1.979,0.973
PSL global ERA5,mbar,1011.556,1011.413,0.142,8.492,7.99,2.041,0.971
U-850mb global ERA5,m s-1,1.259,0.981,0.278,5.855,5.446,1.415,0.971
U-200mb global ERA5,m s-1,19.205,17.059,2.146,13.945,11.996,4.984,0.951
Z3-500mb global ERA5,hectometer,56.43,56.572,-0.143,2.766,2.604,0.292,0.997
TREFHT land ERA-Interim,DegC,8.676,8.598,0.078,20.354,20.259,1.933,0.996
TREFHT global ERA-Interim,DegC,14.249,14.365,-0.116,15.169,15.023,1.432,0.996
TREFHT land ERA5,DegC,8.676,8.654,0.022,20.354,20.245,2.026,0.995
TREFHT global ERA5,DegC,14.249,14.242,0.007,15.169,14.914,1.474,0.995
