Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v2.3,mm/day,2.83,2.664,0.166,2.333,2.066,1.675,0.719
SWCF global ceres_ebaf_toa_v4.1,W m-2,-44.818,-42.487,-2.331,23.222,21.832,13.887,0.817
LWCF global ceres_ebaf_toa_v4.1,W m-2,24.833,26.071,-1.238,10.126,11.609,8.561,0.704
U-850mb global ERA-Interim,m s-1,1.097,1.01,0.087,5.461,5.417,1.282,0.972
U-200mb global ERA-Interim,m s-1,17.481,17.09,0.391,12.372,12.063,3.24,0.966
Z3-500mb global ERA-Interim,hectometer,56.518,56.582,-0.063,2.583,2.612,0.179,0.998
PSL global ERA-Interim,mbar,1011.321,1011.337,-0.016,8.358,8.029,1.625,0.981
PSL global ERA5,mbar,1011.321,1011.413,-0.093,8.358,7.99,1.715,0.979
U-850mb global ERA5,m s-1,1.097,0.982,0.115,5.461,5.444,1.377,0.968
U-200mb global ERA5,m s-1,17.481,17.059,0.422,12.372,11.996,3.274,0.965
Z3-500mb global ERA5,hectometer,56.518,56.572,-0.054,2.583,2.604,0.173,0.998
TREFHT land ERA-Interim,DegC,8.496,8.569,-0.073,19.921,20.272,2.215,0.994
TREFHT global ERA-Interim,DegC,14.372,14.367,0.005,14.722,15.019,1.812,0.993
TREFHT land ERA5,DegC,8.496,8.613,-0.117,19.921,20.239,2.546,0.992
TREFHT global ERA5,DegC,14.372,14.245,0.127,14.722,14.904,1.931,0.992
