Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v2.3,mm/day,3.027,2.697,0.33,2.732,2.331,1.873,0.746
TREFHT land_60S90N CRU,DegC,7.531,5.234,2.298,19.229,20.072,4.128,0.984
RESTOM global ceres_ebaf_toa_v4.1,W m-2,8.044,7.959,0.085,97.256,95.884,13.723,0.99
SWCF global ceres_ebaf_toa_v4.1,W m-2,-50.985,-49.223,-1.762,31.522,36.794,17.722,0.878
LWCF global ceres_ebaf_toa_v4.1,W m-2,20.978,25.831,-4.854,10.91,14.238,10.252,0.773
U-850mb global ERA-Interim,m s-1,0.739,1.066,-0.327,5.569,5.798,1.831,0.952
U-200mb global ERA-Interim,m s-1,17.399,16.981,0.418,14.297,14.764,4.893,0.944
Z3-500mb global ERA-Interim,hectometer,56.048,56.402,-0.355,2.634,2.696,0.506,0.991
PSL global ERA-Interim,mbar,1007.616,1011.443,-3.827,7.602,8.712,4.73,0.951
PSL global ERA5,mbar,1007.616,1011.542,-3.926,7.602,8.597,4.788,0.95
U-850mb global ERA5,m s-1,0.739,1.042,-0.303,5.569,5.83,1.89,0.95
U-200mb global ERA5,m s-1,17.399,16.975,0.424,14.297,14.672,4.864,0.944
Z3-500mb global ERA5,hectometer,56.048,56.387,-0.339,2.634,2.687,0.492,0.991
TREFHT land ERA-Interim,DegC,5.031,3.215,1.816,20.128,20.072,3.334,0.989
TREFHT global ERA-Interim,DegC,13.561,12.665,0.896,15.934,15.89,2.489,0.989
TREFHT land ERA5,DegC,5.031,3.102,1.929,20.128,20.472,3.709,0.988
TREFHT global ERA5,DegC,13.561,12.479,1.082,15.934,15.948,2.654,0.988
