Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
OMEGA-500mb global MERRA2,mbar/day,0.02,999.999,999.999,22.683,999.999,999.999,999.999
OMEGA-850mb global MERRA2,mbar/day,-0.507,999.999,999.999,31.079,999.999,999.999,999.999
T-850mb global MERRA2,K,281.027,999.999,999.999,9.859,999.999,999.999,999.999
T-200mb global MERRA2,K,218.747,999.999,999.999,3.377,999.999,999.999,999.999
TAUXY ocean MERRA2,N/m^2,0.072,999.999,999.999,0.054,999.999,999.999,999.999
CLDTOT_TAU1.3_ISCCP global ISCCPCOSP,%,43.464,999.999,999.999,21.039,999.999,999.999,999.999
CLDTOT_TAU1.3_9.4_ISCCP global ISCCPCOSP,%,17.904,999.999,999.999,9.952,999.999,999.999,999.999
CLDTOT_TAU9.4_ISCCP global ISCCPCOSP,%,25.56,999.999,999.999,13.757,999.999,999.999,999.999
CLDTOT_TAU1.3_MISR global MISRCOSP,%,43.463,999.999,999.999,21.04,999.999,999.999,999.999
CLDTOT_TAU1.3_9.4_MISR global MISRCOSP,%,17.904,999.999,999.999,9.953,999.999,999.999,999.999
CLDTOT_TAU9.4_MISR global MISRCOSP,%,25.56,999.999,999.999,13.757,999.999,999.999,999.999
CLDLOW_TAU1.3_MISR global MISRCOSP,%,22.98,999.999,999.999,19.222,999.999,999.999,999.999
CLDLOW_TAU1.3_9.4_MISR global MISRCOSP,%,10.831,999.999,999.999,10.41,999.999,999.999,999.999
CLDLOW_TAU9.4_MISR global MISRCOSP,%,12.149,999.999,999.999,9.868,999.999,999.999,999.999
CLDTOT_TAU1.3_MODIS global MODISCOSP,%,40.782,999.999,999.999,20.976,999.999,999.999,999.999
CLDTOT_TAU1.3_9.4_MODIS global MODISCOSP,%,16.979,999.999,999.999,9.635,999.999,999.999,999.999
CLDTOT_TAU9.4_MODIS global MODISCOSP,%,23.803,999.999,999.999,13.692,999.999,999.999,999.999
CLDHGH_TAU1.3_MODIS global MODISCOSP,%,14.442,999.999,999.999,11.35,999.999,999.999,999.999
CLDHGH_TAU1.3_9.4_MODIS global MODISCOSP,%,5.634,999.999,999.999,4.176,999.999,999.999,999.999
CLDHGH_TAU9.4_MODIS global MODISCOSP,%,8.808,999.999,999.999,7.719,999.999,999.999,999.999
CLDTOT_CAL global CALIPSOCOSP,%,60.535,999.999,999.999,19.449,999.999,999.999,999.999
CLDLOW_CAL global CALIPSOCOSP,%,26.672,999.999,999.999,21.01,999.999,999.999,999.999
CLDMED_CAL global CALIPSOCOSP,%,13.789,999.999,999.999,9.581,999.999,999.999,999.999
CLDHGH_CAL global CALIPSOCOSP,%,37.165,999.999,999.999,17.291,999.999,999.999,999.999
TGCLDLWP_OCN global SSMI,g/m^2,153.082,999.999,999.999,90.646,999.999,999.999,999.999
AODVIS global MACv2,dimensionless,0.165,999.999,999.999,0.084,999.999,999.999,999.999
AODVIS global MERRA2_Aerosols,dimensionless,0.165,999.999,999.999,0.084,999.999,999.999,999.999
AODDUST global MACv2,dimensionless,0.019,999.999,999.999,0.039,999.999,999.999,999.999
TREFHT global ERA5,DegC,14.616,14.27,0.345,14.023,14.193,1.771,0.992
TREFHT land ERA5,DegC,9.466,9.254,0.213,18.958,19.101,2.431,0.992
TREFHT global MERRA2,DegC,14.616,999.999,999.999,14.023,999.999,999.999,999.999
TREFHT land MERRA2,DegC,9.466,999.999,999.999,18.958,999.999,999.999,999.999
TREFMNAV global MERRA2,DegC,12.888,999.999,999.999,14.542,999.999,999.999,999.999
TREFMXAV global MERRA2,DegC,16.476,999.999,999.999,13.836,999.999,999.999,999.999
TREF_range global MERRA2,K,3.588,999.999,999.999,3.845,999.999,999.999,999.999
PminusE global GPCP_OAFLux,mm/day,0.031,999.999,999.999,2.727,999.999,999.999,999.999
PminusE global COREv2_Flux,mm/day,0.031,999.999,999.999,2.727,999.999,999.999,999.999
TCO global OMI-MLS,DU,28.968,999.999,999.999,5.709,999.999,999.999,999.999
TCO 60S60N OMI-MLS,DU,29.853,999.999,999.999,5.311,999.999,999.999,999.999
_ABURDENDUST global ,1e-6 kg/m2,38.888,999.999,999.999,91.066,999.999,999.999,999.999
_ABURDENBC global ,1e-6 kg/m2,0.299,999.999,999.999,0.341,999.999,999.999,999.999
_ABURDENSOA global ,1e-6 kg/m2,5.643,999.999,999.999,6.932,999.999,999.999,999.999
_ABURDENPOM global ,1e-6 kg/m2,1.816,999.999,999.999,2.001,999.999,999.999,999.999
_ABURDENSEASALT global ,1e-6 kg/m2,16.167,999.999,999.999,10.858,999.999,999.999,999.999
_ABURDENSO4 global ,1e-6 kg/m2,8.121,999.999,999.999,3.397,999.999,999.999,999.999
_ABURDENSO4_STR global ,1e-6 kg/m2,2.692,999.999,999.999,0.966,999.999,999.999,999.999
_ABURDENSO4_TRO global ,1e-6 kg/m2,5.428,999.999,999.999,3.105,999.999,999.999,999.999
_Mass_bc_srf global ,1e-12 kg/kg,117.811,999.999,999.999,313.087,999.999,999.999,999.999
_Mass_ncl_srf global ,1e-12 kg/kg,9703.657,999.999,999.999,7398.021,999.999,999.999,999.999
_Mass_so4_srf global ,1e-12 kg/kg,1179.32,999.999,999.999,1043.595,999.999,999.999,999.999
_Mass_dst_srf global ,1e-12 kg/kg,17564.342,999.999,999.999,55192.54,999.999,999.999,999.999
_Mass_pom_srf global ,1e-12 kg/kg,576.332,999.999,999.999,1463.478,999.999,999.999,999.999
_Mass_soa_srf global ,1e-12 kg/kg,873.501,999.999,999.999,2035.192,999.999,999.999,999.999
_Mass_mom_srf global ,1e-12 kg/kg,127.325,999.999,999.999,105.65,999.999,999.999,999.999
_Mass_bc_850 global ,1e-12 kg/kg,71.629,999.999,999.999,126.322,999.999,999.999,999.999
_Mass_ncl_850 global ,1e-12 kg/kg,3817.857,999.999,999.999,2715.468,999.999,999.999,999.999
_Mass_so4_850 global ,1e-12 kg/kg,1074.446,999.999,999.999,992.943,999.999,999.999,999.999
_Mass_dst_850 global ,1e-12 kg/kg,12123.438,999.999,999.999,34982.41,999.999,999.999,999.999
_Mass_pom_850 global ,1e-12 kg/kg,407.565,999.999,999.999,659.059,999.999,999.999,999.999
_Mass_soa_850 global ,1e-12 kg/kg,874.693,999.999,999.999,1557.859,999.999,999.999,999.999
_Mass_mom_850 global ,1e-12 kg/kg,66.292,999.999,999.999,39.397,999.999,999.999,999.999
_Mass_bc_330 global ,1e-12 kg/kg,15.796,999.999,999.999,8.286,999.999,999.999,999.999
_Mass_ncl_330 global ,1e-12 kg/kg,198.458,999.999,999.999,148.52,999.999,999.999,999.999
_Mass_so4_330 global ,1e-12 kg/kg,432.313,999.999,999.999,196.107,999.999,999.999,999.999
_Mass_dst_330 global ,1e-12 kg/kg,941.626,999.999,999.999,1145.153,999.999,999.999,999.999
_Mass_pom_330 global ,1e-12 kg/kg,104.168,999.999,999.999,70.514,999.999,999.999,999.999
_Mass_soa_330 global ,1e-12 kg/kg,585.324,999.999,999.999,467.066,999.999,999.999,999.999
_Mass_mom_330 global ,1e-12 kg/kg,8.461,999.999,999.999,5.322,999.999,999.999,999.999
