Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v2.3,mm/day,2.883,2.699,0.184,2.793,2.369,1.349,0.879
TREFHT land_60S90N CRU,DegC,4.375,5.101,-0.726,18.803,20.168,3.088,0.991
RESTOM global ceres_ebaf_toa_v4.1,W m-2,8.56,7.943,0.617,95.17,95.917,9.766,0.995
SWCF global ceres_ebaf_toa_v4.1,W m-2,-51.763,-49.226,-2.538,38.237,36.939,11.96,0.952
LWCF global ceres_ebaf_toa_v4.1,W m-2,22.648,25.836,-3.188,14.863,14.301,6.875,0.913
U-850mb global ERA-Interim,m s-1,0.953,1.068,-0.115,6.239,5.798,1.398,0.976
U-200mb global ERA-Interim,m s-1,17.363,16.981,0.381,14.671,14.764,2.768,0.983
Z3-500mb global ERA-Interim,hectometer,56.093,56.403,-0.31,2.718,2.696,0.36,0.998
PSL global ERA-Interim,mbar,1010.671,1011.442,-0.771,8.977,8.712,1.867,0.982
PSL global ERA5,mbar,1010.671,1011.539,-0.868,8.977,8.595,2.004,0.98
U-850mb global ERA5,m s-1,0.953,1.046,-0.094,6.239,5.828,1.378,0.976
U-200mb global ERA5,m s-1,17.363,16.976,0.387,14.671,14.671,2.723,0.983
Z3-500mb global ERA5,hectometer,56.093,56.387,-0.294,2.718,2.687,0.347,0.998
TREFHT land ERA-Interim,DegC,1.849,3.152,-1.302,19.831,20.107,2.73,0.994
TREFHT global ERA-Interim,DegC,11.516,12.671,-1.155,16.088,15.886,1.982,0.995
TREFHT land ERA5,DegC,1.849,3.041,-1.192,19.831,20.517,2.528,0.995
TREFHT global ERA5,DegC,11.516,12.493,-0.977,16.088,15.94,1.944,0.995
