Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v2.3,mm/day,3.115,2.699,0.416,3.02,2.369,1.668,0.847
TREFHT land_60S90N CRU,DegC,4.934,5.186,-0.252,20.494,20.062,2.657,0.992
RESTOM global ceres_ebaf_toa_v4.1,W m-2,9.328,7.949,1.38,95.844,95.885,11.62,0.993
SWCF global ceres_ebaf_toa_v4.1,W m-2,-47.294,-49.227,1.933,33.601,36.85,13.032,0.937
LWCF global ceres_ebaf_toa_v4.1,W m-2,22.327,25.834,-3.508,14.342,14.265,8.618,0.849
U-850mb global ERA-Interim,m s-1,0.697,1.068,-0.371,5.779,5.798,1.303,0.978
U-200mb global ERA-Interim,m s-1,17.852,16.981,0.871,16.384,14.764,3.985,0.974
Z3-500mb global ERA-Interim,hectometer,56.4,56.403,-0.002,2.648,2.696,0.205,0.997
PSL global ERA-Interim,mbar,1012.211,1011.442,0.768,8.482,8.711,2.355,0.967
PSL global ERA5,mbar,1012.211,1011.54,0.671,8.482,8.594,2.419,0.963
U-850mb global ERA5,m s-1,0.697,1.047,-0.35,5.779,5.83,1.342,0.976
U-200mb global ERA5,m s-1,17.852,16.975,0.877,16.384,14.671,3.996,0.974
Z3-500mb global ERA5,hectometer,56.4,56.387,0.014,2.648,2.687,0.203,0.997
TREFHT land ERA-Interim,DegC,2.763,3.082,-0.318,20.793,20.046,2.673,0.993
TREFHT global ERA-Interim,DegC,12.546,12.671,-0.124,16.707,15.884,2.052,0.993
TREFHT land ERA5,DegC,2.763,3.081,-0.318,20.793,20.518,3.202,0.988
TREFHT global ERA5,DegC,12.546,12.492,0.054,16.707,15.939,2.368,0.991
