Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v2.3,mm/day,2.962,2.715,0.247,3.058,2.517,1.754,0.823
TREFHT land_60S90N CRU,DegC,20.753,19.563,1.19,8.813,8.254,2.413,0.971
SWCF global ceres_ebaf_toa_v4.1,W m-2,-44.911,-43.231,-1.68,35.05,29.958,16.213,0.889
LWCF global ceres_ebaf_toa_v4.1,W m-2,23.058,25.664,-2.606,13.425,14.323,7.641,0.868
U-850mb global ERA-Interim,m s-1,1.208,1.139,0.068,5.465,5.816,1.299,0.975
U-200mb global ERA-Interim,m s-1,14.348,12.972,1.376,16.222,16.055,3.252,0.983
Z3-500mb global ERA-Interim,hectometer,57.001,56.891,0.111,2.637,2.614,0.229,0.997
PSL global ERA-Interim,mbar,1010.81,1011.175,-0.365,8.485,8.533,2.07,0.971
PSL global ERA5,mbar,1010.81,1011.256,-0.446,8.485,8.476,2.116,0.97
U-850mb global ERA5,m s-1,1.208,1.146,0.061,5.465,5.84,1.361,0.973
U-200mb global ERA5,m s-1,14.348,12.915,1.433,16.222,15.989,3.369,0.982
Z3-500mb global ERA5,hectometer,57.001,56.885,0.117,2.637,2.605,0.235,0.997
TREFHT land ERA-Interim,DegC,14.843,14.206,0.638,20.46,20.432,1.839,0.997
TREFHT global ERA-Interim,DegC,16.442,16.115,0.327,14.388,14.296,1.645,0.994
TREFHT land ERA5,DegC,14.843,14.361,0.482,20.46,20.145,2.078,0.995
TREFHT global ERA5,DegC,16.442,16.007,0.435,14.388,14.172,1.748,0.993
