Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v2.3,mm/day,3.035,2.69,0.344,2.086,1.934,1.198,0.84
TREFHT land_60S90N CRU,DegC,12.456,12.883,-0.427,12.392,13.1,2.2,0.987
RESTOM global ceres_ebaf_toa_v4.1,W m-2,0.306,0.927,-0.621,54.284,56.014,9.364,0.986
SWCF global ceres_ebaf_toa_v4.1,W m-2,-48.444,-45.309,-3.134,21.238,20.241,11.53,0.858
LWCF global ceres_ebaf_toa_v4.1,W m-2,24.425,25.813,-1.388,10.459,11.0,5.675,0.87
U-850mb global ERA-Interim,m s-1,1.208,1.097,0.111,6.322,5.4,1.485,0.979
U-200mb global ERA-Interim,m s-1,16.266,15.687,0.58,11.722,12.316,2.187,0.986
Z3-500mb global ERA-Interim,hectometer,56.452,56.618,-0.166,2.719,2.575,0.259,0.999
PSL global ERA-Interim,mbar,1011.248,1011.301,-0.053,10.477,8.142,3.041,0.978
PSL global ERA5,mbar,1011.248,1011.389,-0.14,10.477,8.067,3.186,0.974
U-850mb global ERA5,m s-1,1.208,1.081,0.127,6.322,5.412,1.509,0.978
U-200mb global ERA5,m s-1,16.266,15.654,0.612,11.722,12.247,2.164,0.986
Z3-500mb global ERA5,hectometer,56.452,56.608,-0.156,2.719,2.566,0.256,0.999
TREFHT land ERA-Interim,DegC,8.208,8.858,-0.651,18.114,18.678,2.141,0.995
TREFHT global ERA-Interim,DegC,14.073,14.411,-0.338,13.764,14.115,1.647,0.994
TREFHT land ERA5,DegC,8.208,8.905,-0.698,18.114,18.833,2.376,0.993
TREFHT global ERA5,DegC,14.073,14.267,-0.194,13.764,14.112,1.687,0.993
