Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v2.3,mm/day,2.993,2.715,0.278,2.893,2.462,2.008,0.735
TREFHT land_60S90N CRU,DegC,19.811,19.64,0.171,9.909,8.143,2.846,0.97
RESTOM global ceres_ebaf_toa_v4.1,W m-2,-8.206,-7.503,-0.703,87.596,86.612,16.249,0.983
SWCF global ceres_ebaf_toa_v4.1,W m-2,-47.617,-43.231,-4.386,30.765,29.706,16.312,0.866
LWCF global ceres_ebaf_toa_v4.1,W m-2,20.939,25.66,-4.721,11.097,14.241,9.733,0.802
U-850mb global ERA-Interim,m s-1,0.968,1.138,-0.169,5.661,5.819,1.647,0.961
U-200mb global ERA-Interim,m s-1,15.368,12.972,2.396,14.315,16.055,5.128,0.962
Z3-500mb global ERA-Interim,hectometer,56.594,56.89,-0.296,2.579,2.614,0.364,0.997
PSL global ERA-Interim,mbar,1009.687,1011.176,-1.489,8.198,8.533,2.481,0.973
PSL global ERA5,mbar,1009.687,1011.259,-1.572,8.198,8.477,2.55,0.972
U-850mb global ERA5,m s-1,0.968,1.143,-0.175,5.661,5.846,1.732,0.957
U-200mb global ERA5,m s-1,15.368,12.914,2.454,14.315,15.99,5.153,0.961
Z3-500mb global ERA5,hectometer,56.594,56.885,-0.291,2.579,2.605,0.357,0.997
TREFHT land ERA-Interim,DegC,13.765,14.258,-0.493,21.53,20.354,3.309,0.99
TREFHT global ERA-Interim,DegC,16.007,16.11,-0.103,14.929,14.298,2.326,0.988
TREFHT land ERA5,DegC,13.765,14.28,-0.514,21.53,20.082,3.447,0.989
TREFHT global ERA5,DegC,16.007,15.999,0.007,14.929,14.177,2.369,0.988
