Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v2.3,mm/day,2.514,2.677,-0.162,2.301,2.154,1.577,0.754
RESTOM global ceres_ebaf_toa_v4.1,W m-2,3.102,1.915,1.188,75.239,73.634,21.213,0.96
U-850mb global ERA-Interim,m s-1,0.745,1.176,-0.431,6.457,5.601,1.905,0.963
U-200mb global ERA-Interim,m s-1,15.273,15.735,-0.461,12.741,13.135,4.235,0.948
Z3-500mb global ERA-Interim,hectometer,56.237,56.594,-0.357,2.706,2.691,0.422,0.997
PSL global ERA-Interim,mbar,1012.907,1011.257,1.65,9.716,8.895,2.855,0.972
PSL global ERA5,mbar,1012.907,1011.353,1.554,9.716,8.788,2.893,0.97
U-850mb global ERA5,m s-1,0.745,1.162,-0.416,6.457,5.578,1.931,0.962
U-200mb global ERA5,m s-1,15.273,15.699,-0.426,12.741,13.051,4.243,0.947
Z3-500mb global ERA5,hectometer,56.237,56.583,-0.346,2.706,2.678,0.413,0.997
TREFHT land ERA-Interim,DegC,10.794,9.463,1.331,18.789,18.885,3.213,0.988
TREFHT global ERA-Interim,DegC,14.509,14.46,0.049,14.268,14.165,2.063,0.99
TREFHT land ERA5,DegC,10.794,9.312,1.482,18.789,19.209,3.464,0.986
TREFHT global ERA5,DegC,14.509,14.293,0.216,14.268,14.194,2.193,0.988
